"CurveID","Model","Parameter","Estimate"
"C076","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000115749924722893
"C077","Cubic","(Intercept)",0.435665370186365
"C077","Cubic","poly(Time, 3, raw = TRUE)1",-5.44076316367595e-05
"C077","Cubic","poly(Time, 3, raw = TRUE)2",1.85350945715064e-07
"C077","Cubic","poly(Time, 3, raw = TRUE)3",-1.60688601194092e-10
"C077","Gompertz","N_0",0.43200608453823
"C077","Gompertz","N_max",0.437538911571474
"C077","Gompertz","r_max",3.54667888261927e-05
"C077","Gompertz","t_lag",329.73495378054
"C077","Quadratic","(Intercept)",0.433934643462886
"C077","Quadratic","poly(Time, 2, raw = TRUE)1",-1.83855215072123e-05
"C077","Quadratic","poly(Time, 2, raw = TRUE)2",3.70842019189095e-08
"C078","Cubic","(Intercept)",0.199902974455229
"C078","Cubic","poly(Time, 3, raw = TRUE)1",0.0197053793070559
"C078","Cubic","poly(Time, 3, raw = TRUE)2",-5.06794085820304e-05
"C078","Cubic","poly(Time, 3, raw = TRUE)3",4.26261428234657e-08
"C078","Gompertz","N_0",0.434267827234177
"C078","Gompertz","N_max",2.77304278855219
"C078","Gompertz","r_max",0.0388001535724767
"C078","Gompertz","t_lag",25.0428228019074
"C078","Quadratic","(Intercept)",0.374792128772428
"C078","Quadratic","poly(Time, 2, raw = TRUE)1",0.0143451035660515
"C078","Quadratic","poly(Time, 2, raw = TRUE)2",-2.08605638154528e-05
"C079","Cubic","(Intercept)",-0.0761883067496147
"C079","Cubic","poly(Time, 3, raw = TRUE)1",0.00475676796601063
"C079","Cubic","poly(Time, 3, raw = TRUE)2",1.13268389375571e-05
"C079","Cubic","poly(Time, 3, raw = TRUE)3",-2.37485942864675e-08
"C079","Gompertz","N_0",0.442842205258883
"C079","Gompertz","N_max",2.1285245950003
"C079","Gompertz","r_max",0.0215767715871126
"C079","Gompertz","t_lag",130.324504875043
"C079","Quadratic","(Intercept)",-0.469564987499887
"C079","Quadratic","poly(Time, 2, raw = TRUE)1",0.0104954186831348
"C079","Quadratic","poly(Time, 2, raw = TRUE)2",-1.0393347934024e-05
"C080","Cubic","(Intercept)",0.195281360432135
"C080","Cubic","poly(Time, 3, raw = TRUE)1",0.0622155746763805
"C080","Cubic","poly(Time, 3, raw = TRUE)2",-0.00038837720860105
"C080","Cubic","poly(Time, 3, raw = TRUE)3",7.26118524935294e-07
"C080","Gompertz","N_0",0.438553739967392
"C080","Gompertz","N_max",3.11669873110345
"C080","Gompertz","r_max",0.167470698119195
"C080","Gompertz","t_lag",12.5666683066521
"C080","Quadratic","(Intercept)",0.893531643437995
"C080","Quadratic","poly(Time, 2, raw = TRUE)1",0.0281468273988961
"C080","Quadratic","poly(Time, 2, raw = TRUE)2",-8.29271969275067e-05
"C081","Cubic","(Intercept)",-1.79477380001536
"C081","Cubic","poly(Time, 3, raw = TRUE)1",0.0815661543002496
"C081","Cubic","poly(Time, 3, raw = TRUE)2",-0.000434699586200548
"C081","Cubic","poly(Time, 3, raw = TRUE)3",7.27686487160102e-07
"C081","Gompertz","N_0",0.438745288547336
"C081","Gompertz","N_max",2.98213568441443
"C081","Gompertz","r_max",0.180509352203371
"C081","Gompertz","t_lag",45.4281344438905
"C081","Quadratic","(Intercept)",-0.371674465036978
"C081","Quadratic","poly(Time, 2, raw = TRUE)1",0.0376127605127093
"C081","Quadratic","poly(Time, 2, raw = TRUE)2",-9.98419187460205e-05
"C082","Cubic","(Intercept)",0.43780594239466
"C082","Cubic","poly(Time, 3, raw = TRUE)1",2.421915262515e-06
"C082","Cubic","poly(Time, 3, raw = TRUE)2",5.29899626854056e-08
"C082","Cubic","poly(Time, 3, raw = TRUE)3",-8.83052959879995e-11
"C082","Gompertz","N_0",0.435990539108095
"C082","Gompertz","N_max",0.444841417026018
"C082","Gompertz","r_max",1.0503996036797e-05
"C082","Gompertz","t_lag",-596.810985
"C082","Quadratic","(Intercept)",0.436957656829168
"C082","Quadratic","poly(Time, 2, raw = TRUE)1",2.19586355129398e-05
"C082","Quadratic","poly(Time, 2, raw = TRUE)2",-2.82076547726953e-08
"C083","Cubic","(Intercept)",0.405556815178371
"C083","Cubic","poly(Time, 3, raw = TRUE)1",0.0201378968993051
"C083","Cubic","poly(Time, 3, raw = TRUE)2",-7.31251706246496e-05
"C083","Cubic","poly(Time, 3, raw = TRUE)3",8.87111079909531e-08
"C083","Gompertz","N_0",0.438542506999008
"C083","Gompertz","N_max",2.28392226664141
"C083","Gompertz","r_max",0.0369498778725865
"C083","Gompertz","t_lag",8.73626439025214
"C083","Quadratic","(Intercept)",0.503165150253488
"C083","Quadratic","poly(Time, 2, raw = TRUE)1",0.0146318023169487
"C083","Quadratic","poly(Time, 2, raw = TRUE)2",-2.88978062248795e-05
"C084","Cubic","(Intercept)",-2.43981983019818
"C084","Cubic","poly(Time, 3, raw = TRUE)1",0.0185176019823506
"C084","Cubic","poly(Time, 3, raw = TRUE)2",-6.15428111643831e-05
"C084","Cubic","poly(Time, 3, raw = TRUE)3",6.46699964848226e-08
"C084","Gompertz","N_0",-2.57397698431012
"C084","Gompertz","N_max",-0.655171685669776
"C084","Gompertz","r_max",0.0433376658847123
"C084","Gompertz","t_lag",-2.32130990283879
"C084","Quadratic","(Intercept)",-2.18915299880291
"C084","Quadratic","poly(Time, 2, raw = TRUE)1",0.0102122985408224
"C084","Quadratic","poly(Time, 2, raw = TRUE)2",-1.56553017547599e-05
"C085","Cubic","(Intercept)",-2.24856291541467
"C085","Cubic","poly(Time, 3, raw = TRUE)1",0.0708472423870083
"C085","Cubic","poly(Time, 3, raw = TRUE)2",-0.000888710489528175
"C085","Cubic","poly(Time, 3, raw = TRUE)3",3.3687427502803e-06
"C085","Gompertz","N_0",-2.57626275001767
"C085","Gompertz","N_max",-0.523262541607697
"C085","Gompertz","r_max",0.344424961526754
"C085","Gompertz","t_lag",0.647609419993898
"C085","Quadratic","(Intercept)",-2.04333030489228
"C085","Quadratic","poly(Time, 2, raw = TRUE)1",0.0342088972022818
"C085","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000173273789076997
"C086","Cubic","(Intercept)",-1.66574925575227
"C086","Cubic","poly(Time, 3, raw = TRUE)1",0.0664832542126373
"C086","Cubic","poly(Time, 3, raw = TRUE)2",-0.000920598459926665
"C086","Cubic","poly(Time, 3, raw = TRUE)3",3.60774937228058e-06
"C086","Gompertz","N_0",-2.27180860141005
"C086","Gompertz","N_max",-0.423652889958637
"C086","Gompertz","r_max",0.408578696423295
"C086","Gompertz","t_lag",-0.594479085151726
"C086","Quadratic","(Intercept)",-1.45953823083144
"C086","Quadratic","poly(Time, 2, raw = TRUE)1",0.027725674598857
"C086","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000157614148118743
"C087","Cubic","(Intercept)",-7.76731166107099
"C087","Cubic","poly(Time, 3, raw = TRUE)1",0.0493314565341939
"C087","Cubic","poly(Time, 3, raw = TRUE)2",-0.000146112943743834
"C087","Cubic","poly(Time, 3, raw = TRUE)3",1.27250113268671e-07
"C087","Quadratic","(Intercept)",-2.83846059799321
"C087","Quadratic","poly(Time, 2, raw = TRUE)1",0.00107006177227918
"C087","Quadratic","poly(Time, 2, raw = TRUE)2",-3.86371704145301e-06
"C088","Cubic","(Intercept)",-2.00920481750863
"C088","Cubic","poly(Time, 3, raw = TRUE)1",0.0148638960289107
"C088","Cubic","poly(Time, 3, raw = TRUE)2",-5.26727371898115e-05
"C088","Cubic","poly(Time, 3, raw = TRUE)3",5.39734233043149e-08
"C088","Gompertz","N_0",-2.27302841631712
"C088","Gompertz","N_max",-0.761118746267362
"C088","Gompertz","r_max",0.037487375152509
"C088","Gompertz","t_lag",-12.5324121545572
"C088","Quadratic","(Intercept)",-1.79604299866921
"C088","Quadratic","poly(Time, 2, raw = TRUE)1",0.00790324872551742
"C088","Quadratic","poly(Time, 2, raw = TRUE)2",-1.43356573958553e-05
"C089","Cubic","(Intercept)",-2.10539362869092
"C089","Cubic","poly(Time, 3, raw = TRUE)1",0.0523380545404585
"C089","Cubic","poly(Time, 3, raw = TRUE)2",-0.000517829730590892
"C089","Cubic","poly(Time, 3, raw = TRUE)3",1.54139188396574e-06
"C089","Gompertz","N_0",-2.27417000967942
"C089","Gompertz","N_max",-0.541764153780639
"C089","Gompertz","r_max",0.145934049312786
"C089","Gompertz","t_lag",-0.328932132703579
"C089","Quadratic","(Intercept)",-1.86310827368786
"C089","Quadratic","poly(Time, 2, raw = TRUE)1",0.0256281283699651
"C089","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000110580677425973
"C090","Cubic","(Intercept)",-2.73672993591833
"C090","Cubic","poly(Time, 3, raw = TRUE)1",0.132235409929487
"C090","Cubic","poly(Time, 3, raw = TRUE)2",-0.00190441994833044
"C090","Cubic","poly(Time, 3, raw = TRUE)3",7.65697266359835e-06
"C090","Gompertz","N_0",-5
"C090","Gompertz","N_max",-0.544188577793793
"C090","Gompertz","r_max",1.47342152670373
"C090","Gompertz","t_lag",-0.299922824190644
"C090","Quadratic","(Intercept)",-2.22461898265187
"C090","Quadratic","poly(Time, 2, raw = TRUE)1",0.0476398392549515
"C090","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000271529523084225
"C091","Cubic","(Intercept)",-2.51953246648211
"C091","Cubic","poly(Time, 3, raw = TRUE)1",0.00127574850551601
"C091","Cubic","poly(Time, 3, raw = TRUE)2",-3.65441943892398e-06
"C091","Cubic","poly(Time, 3, raw = TRUE)3",1.44443129764312e-09
"C091","Quadratic","(Intercept)",-2.50067044237488
"C091","Quadratic","poly(Time, 2, raw = TRUE)1",0.000900062510823136
"C091","Quadratic","poly(Time, 2, raw = TRUE)2",-2.21256047633537e-06
"C092","Cubic","(Intercept)",-1.63924565364775
"C092","Cubic","poly(Time, 3, raw = TRUE)1",0.0149188105831584
"C092","Cubic","poly(Time, 3, raw = TRUE)2",-5.5504058893553e-05
"C092","Cubic","poly(Time, 3, raw = TRUE)3",6.18460959175771e-08
"C092","Gompertz","N_0",-2.09691001300806
"C092","Gompertz","N_max",-0.473660722610156
"C092","Gompertz","r_max",0.057417103791904
"C092","Gompertz","t_lag",-11.755455424524
"C092","Quadratic","(Intercept)",-1.40687334551547
"C092","Quadratic","poly(Time, 2, raw = TRUE)1",0.00705900735284629
"C092","Quadratic","poly(Time, 2, raw = TRUE)2",-1.17950473018608e-05
"C093","Cubic","(Intercept)",-1.85608257049403
"C093","Cubic","poly(Time, 3, raw = TRUE)1",0.0396614518739436
"C093","Cubic","poly(Time, 3, raw = TRUE)2",-0.000355773639708576
"C093","Cubic","poly(Time, 3, raw = TRUE)3",9.84970566896601e-07
"C093","Gompertz","N_0",-2.09805153492692
"C093","Gompertz","N_max",-0.454613703154841
"C093","Gompertz","r_max",0.104191922548922
"C093","Gompertz","t_lag",-3.07746584627535
"C093","Quadratic","(Intercept)",-1.650737979373
"C093","Quadratic","poly(Time, 2, raw = TRUE)1",0.0204241075012057
"C093","Quadratic","poly(Time, 2, raw = TRUE)2",-8.16518820454921e-05
"C094","Cubic","(Intercept)",-1.81252096789292
"C094","Cubic","poly(Time, 3, raw = TRUE)1",0.0642031458907219
"C094","Cubic","poly(Time, 3, raw = TRUE)2",-0.000849803391125095
"C094","Cubic","poly(Time, 3, raw = TRUE)3",3.26943658879899e-06
"C094","Gompertz","N_0",-2.57626275001767
"C094","Gompertz","N_max",-0.453521498400587
"C094","Gompertz","r_max",0.460181787057641
"C094","Gompertz","t_lag",-1.25369386403625
"C094","Quadratic","(Intercept)",-1.63707878837364
"C094","Quadratic","poly(Time, 2, raw = TRUE)1",0.0293546272140886
"C094","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000159862104110204
"C095","Cubic","(Intercept)",-2.20595817218088
"C095","Cubic","poly(Time, 3, raw = TRUE)1",0.0105066902873347
"C095","Cubic","poly(Time, 3, raw = TRUE)2",-2.31950812039343e-05
"C095","Cubic","poly(Time, 3, raw = TRUE)3",1.69720778509756e-08
"C095","Gompertz","N_0",-2.28257916327762
"C095","Gompertz","N_max",-0.544925101042858
"C095","Gompertz","r_max",0.0168904636378031
"C095","Gompertz","t_lag",-22.3781867073372
"C095","Quadratic","(Intercept)",-1.97870999925649
"C095","Quadratic","poly(Time, 2, raw = TRUE)1",0.00601956163621813
"C095","Quadratic","poly(Time, 2, raw = TRUE)2",-6.14044415869227e-06
"C096","Cubic","(Intercept)",-1.59096438690021
"C096","Cubic","poly(Time, 3, raw = TRUE)1",0.0168403235110948
"C096","Cubic","poly(Time, 3, raw = TRUE)2",-6.20973148290166e-05
"C096","Cubic","poly(Time, 3, raw = TRUE)3",6.43151060022302e-08
"C096","Gompertz","N_0",-1.79588001734408
"C096","Gompertz","N_max",-0.257179852630116
"C096","Gompertz","r_max",0.0432887530457751
"C096","Gompertz","t_lag",-7.58725164276228
"C096","Quadratic","(Intercept)",-1.41656077246646
"C096","Quadratic","poly(Time, 2, raw = TRUE)1",0.00919256412241234
"C096","Quadratic","poly(Time, 2, raw = TRUE)2",-1.75135664510476e-05
"C097","Cubic","(Intercept)",-1.65530627396489
"C097","Cubic","poly(Time, 3, raw = TRUE)1",0.0677371617694323
"C097","Cubic","poly(Time, 3, raw = TRUE)2",-0.00087076687719099
"C097","Cubic","poly(Time, 3, raw = TRUE)3",3.16959695229772e-06
"C097","Gompertz","N_0",-1.97428461609866
"C097","Gompertz","N_max",-0.245927773709753
"C097","Gompertz","r_max",0.290109408197702
"C097","Gompertz","t_lag",-0.30282525317297
"C097","Quadratic","(Intercept)",-1.4909676605334
"C097","Quadratic","poly(Time, 2, raw = TRUE)1",0.0342626673367098
"C097","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000203716769221206
"C098","Cubic","(Intercept)",-1.29466821353663
"C098","Cubic","poly(Time, 3, raw = TRUE)1",0.0663861878324922
"C098","Cubic","poly(Time, 3, raw = TRUE)2",-0.00095205109083239
"C098","Cubic","poly(Time, 3, raw = TRUE)3",3.78305306742686e-06
"C098","Gompertz","N_0",-1.72776375964997
"C098","Gompertz","N_max",-0.192660516111091
"C098","Gompertz","r_max",0.395648116933979
"C098","Gompertz","t_lag",0.0988181773621679
"C098","Quadratic","(Intercept)",-1.08834403563535
"C098","Quadratic","poly(Time, 2, raw = TRUE)1",0.0260157405818706
"C098","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000153009856698083
"C099","Cubic","(Intercept)",-1.73873717757685
"C099","Cubic","poly(Time, 3, raw = TRUE)1",0.00578237514539333
"C099","Cubic","poly(Time, 3, raw = TRUE)2",-9.9743189634545e-06
"C099","Cubic","poly(Time, 3, raw = TRUE)3",6.23275241710717e-09
"C099","Gompertz","N_0",-1.79403817694037
"C099","Gompertz","N_max",-0.495443510415768
"C099","Gompertz","r_max",0.00874043221841525
"C099","Gompertz","t_lag",-35.2469719854467
"C099","Quadratic","(Intercept)",-1.65561216782608
"C099","Quadratic","poly(Time, 2, raw = TRUE)1",0.00413349511164648
"C099","Quadratic","poly(Time, 2, raw = TRUE)2",-3.70576179174736e-06
"C100","Cubic","(Intercept)",-1.53082869608967
"C100","Cubic","poly(Time, 3, raw = TRUE)1",0.0173830036629366
"C100","Cubic","poly(Time, 3, raw = TRUE)2",-6.39445722621337e-05
"C100","Cubic","poly(Time, 3, raw = TRUE)3",6.81309634256917e-08
"C100","Gompertz","N_0",-2.09555495892309
"C100","Gompertz","N_max",-0.162948449168235
"C100","Gompertz","r_max",0.0576925843001577
"C100","Gompertz","t_lag",-18.3811989716946
"C100","Quadratic","(Intercept)",-1.34819663920095
"C100","Quadratic","poly(Time, 2, raw = TRUE)1",0.00931234497372739
"C100","Quadratic","poly(Time, 2, raw = TRUE)2",-1.67875985288606e-05
"C101","Cubic","(Intercept)",-1.44331080685908
"C101","Cubic","poly(Time, 3, raw = TRUE)1",0.060516461788379
"C101","Cubic","poly(Time, 3, raw = TRUE)2",-0.000761691445971325
"C101","Cubic","poly(Time, 3, raw = TRUE)3",2.77874773393998e-06
"C101","Gompertz","N_0",-1.79846632655662
"C101","Gompertz","N_max",-0.0985155236384943
"C101","Gompertz","r_max",0.277809847816676
"C101","Gompertz","t_lag",-0.260224505549219
"C101","Quadratic","(Intercept)",-1.27197646345043
"C101","Quadratic","poly(Time, 2, raw = TRUE)1",0.0300810588450123
"C101","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000169926718545911
"C102","Cubic","(Intercept)",-1.33998923328601
"C102","Cubic","poly(Time, 3, raw = TRUE)1",0.0707965866520683
"C102","Cubic","poly(Time, 3, raw = TRUE)2",-0.000997244693341609
"C102","Cubic","poly(Time, 3, raw = TRUE)3",3.95858717797827e-06
"C102","Gompertz","N_0",-1.8739010767114
"C102","Gompertz","N_max",-0.108978538593534
"C102","Gompertz","r_max",0.392622044807013
"C102","Gompertz","t_lag",-0.678259500223341
"C102","Quadratic","(Intercept)",-1.13077430233228
"C102","Quadratic","poly(Time, 2, raw = TRUE)1",0.0286980144471202
"C102","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000162118270448693
"C103","Cubic","(Intercept)",-1.75401083398564
"C103","Cubic","poly(Time, 3, raw = TRUE)1",0.00757927433023948
"C103","Cubic","poly(Time, 3, raw = TRUE)2",-1.51400959374082e-05
"C103","Cubic","poly(Time, 3, raw = TRUE)3",1.03646909676544e-08
"C103","Gompertz","N_0",-1.85152074183685
"C103","Gompertz","N_max",-0.392875380708991
"C103","Gompertz","r_max",0.0116934123862316
"C103","Gompertz","t_lag",-36.1914244517063
"C103","Quadratic","(Intercept)",-1.61527933001093
"C103","Quadratic","poly(Time, 2, raw = TRUE)1",0.0048380895996816
"C103","Quadratic","poly(Time, 2, raw = TRUE)2",-4.72192732041964e-06
"C104","Cubic","(Intercept)",-1.75144877817367
"C104","Cubic","poly(Time, 3, raw = TRUE)1",0.0240435643613993
"C104","Cubic","poly(Time, 3, raw = TRUE)2",-9.76784390478388e-05
"C104","Cubic","poly(Time, 3, raw = TRUE)3",1.12443844038842e-07
"C104","Gompertz","N_0",-2.57397698431012
"C104","Gompertz","N_max",-0.123230978428344
"C104","Gompertz","r_max",0.226438830926473
"C104","Gompertz","t_lag",-2.30453700599354
"C104","Quadratic","(Intercept)",-1.40193864191809
"C104","Quadratic","poly(Time, 2, raw = TRUE)1",0.0102986768886779
"C104","Quadratic","poly(Time, 2, raw = TRUE)2",-1.92515914989666e-05
"C105","Cubic","(Intercept)",-1.39478802648377
"C105","Cubic","poly(Time, 3, raw = TRUE)1",0.0737904562360876
"C105","Cubic","poly(Time, 3, raw = TRUE)2",-0.00103248083723981
"C105","Cubic","poly(Time, 3, raw = TRUE)3",4.05853293179015e-06
"C105","Gompertz","N_0",-1.67325462043468
"C105","Gompertz","N_max",-0.0948984665734711
"C105","Gompertz","r_max",0.413684128124655
"C105","Gompertz","t_lag",1.48167314360369
"C105","Quadratic","(Intercept)",-1.17581619672341
"C105","Quadratic","poly(Time, 2, raw = TRUE)1",0.0306984604081023
"C105","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000177584657197103
"C106","Cubic","(Intercept)",-0.983438784895561
"C106","Cubic","poly(Time, 3, raw = TRUE)1",0.0699022808591244
"C106","Cubic","poly(Time, 3, raw = TRUE)2",-0.00116774172599096
"C106","Cubic","poly(Time, 3, raw = TRUE)3",4.87179732193112e-06
"C106","Gompertz","N_0",-1.45066866880448
"C106","Gompertz","N_max",-0.087150079209026
"C106","Gompertz","r_max",0.991565349559307
"C106","Gompertz","t_lag",1.71788113163593
"C106","Quadratic","(Intercept)",-0.74374485465138
"C106","Quadratic","poly(Time, 2, raw = TRUE)1",0.0190405772615554
"C106","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000147166829744007
"C107","Cubic","(Intercept)",-2.26868736215095
"C107","Cubic","poly(Time, 3, raw = TRUE)1",-0.000773637540401259
"C107","Cubic","poly(Time, 3, raw = TRUE)2",2.08904871340002e-06
"C107","Cubic","poly(Time, 3, raw = TRUE)3",-2.93102905044852e-09
"C107","Gompertz","N_0",-2.72549528223756
"C107","Gompertz","N_max",-2.41861911203945
"C107","Gompertz","r_max",0.0441491548143122
"C107","Gompertz","t_lag",-1.58761367927878
"C107","Quadratic","(Intercept)",-2.3060928673402
"C107","Quadratic","poly(Time, 2, raw = TRUE)1",-1.94543748433583e-05
"C107","Quadratic","poly(Time, 2, raw = TRUE)2",-8.16822803391773e-07
"C108","Cubic","(Intercept)",-1.29460664835284
"C108","Cubic","poly(Time, 3, raw = TRUE)1",0.0165714396779496
"C108","Cubic","poly(Time, 3, raw = TRUE)2",-6.81970179383976e-05
"C108","Cubic","poly(Time, 3, raw = TRUE)3",7.84405433017995e-08
"C108","Gompertz","N_0",-1.53524226837711
"C108","Gompertz","N_max",-0.139786608895026
"C108","Gompertz","r_max",0.120509936345806
"C108","Gompertz","t_lag",5.1009106837325
"C108","Quadratic","(Intercept)",-1.05849631415984
"C108","Quadratic","poly(Time, 2, raw = TRUE)1",0.00708727663777788
"C108","Quadratic","poly(Time, 2, raw = TRUE)2",-1.35781780877613e-05
"C109","Cubic","(Intercept)",-1.44648518751905
"C109","Cubic","poly(Time, 3, raw = TRUE)1",0.077100349568187
"C109","Cubic","poly(Time, 3, raw = TRUE)2",-0.00107374211833874
"C109","Cubic","poly(Time, 3, raw = TRUE)3",4.13215602129391e-06
"C109","Gompertz","N_0",-1.73009030125024
"C109","Gompertz","N_max",-0.0980667755070171
"C109","Gompertz","r_max",0.468698196220205
"C109","Gompertz","t_lag",2.0353332633017
"C109","Quadratic","(Intercept)",-1.19977054671136
"C109","Quadratic","poly(Time, 2, raw = TRUE)1",0.0323391144526358
"C109","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000197780746405126
"C110","Cubic","(Intercept)",-1.09300633533171
"C110","Cubic","poly(Time, 3, raw = TRUE)1",0.0799617930390073
"C110","Cubic","poly(Time, 3, raw = TRUE)2",-0.00128255986950151
"C110","Cubic","poly(Time, 3, raw = TRUE)3",5.31853211756032e-06
"C110","Gompertz","N_0",-1.79355193563348
"C110","Gompertz","N_max",-0.0584910518949115
"C110","Gompertz","r_max",0.983993706543108
"C110","Gompertz","t_lag",0.733443886310256
"C110","Quadratic","(Intercept)",-0.832360280575096
"C110","Quadratic","poly(Time, 2, raw = TRUE)1",0.0243668033461604
"C110","Quadratic","poly(Time, 2, raw = TRUE)2",-0.00016699778936727
"C111","Cubic","(Intercept)",-1.81946180601769
"C111","Cubic","poly(Time, 3, raw = TRUE)1",-0.00220498075437739
"C111","Cubic","poly(Time, 3, raw = TRUE)2",2.43826550289183e-06
"C111","Cubic","poly(Time, 3, raw = TRUE)3",1.18520403532160e-09
"C111","Gompertz","N_0",-2.12186647016597
"C111","Gompertz","N_max",-1.85657921487006
"C111","Gompertz","r_max",0.0721668443066015
"C111","Gompertz","t_lag",595.442247564108
"C111","Quadratic","(Intercept)",-1.80338724026319
"C111","Quadratic","poly(Time, 2, raw = TRUE)1",-0.00252026397818387
"C111","Quadratic","poly(Time, 2, raw = TRUE)2",3.63244392222862e-06
"C112","Cubic","(Intercept)",-1.00117025578305
"C112","Cubic","poly(Time, 3, raw = TRUE)1",0.0142750470429874
"C112","Cubic","poly(Time, 3, raw = TRUE)2",-5.8467239945045e-05
"C112","Cubic","poly(Time, 3, raw = TRUE)3",6.96843962552773e-08
"C112","Gompertz","N_0",-1.57402583908062
"C112","Gompertz","N_max",-0.0661752274393423
"C112","Gompertz","r_max",0.354889976779625
"C112","Gompertz","t_lag",0.555111085798501
"C112","Quadratic","(Intercept)",-0.895871077440057
"C112","Quadratic","poly(Time, 2, raw = TRUE)1",0.00668535826320493
"C112","Quadratic","poly(Time, 2, raw = TRUE)2",-1.13627017734794e-05
"C113","Cubic","(Intercept)",-1.47195721024701
"C113","Cubic","poly(Time, 3, raw = TRUE)1",0.0245174360232441
"C113","Cubic","poly(Time, 3, raw = TRUE)2",-0.000135276102520205
"C113","Cubic","poly(Time, 3, raw = TRUE)3",2.39651476261531e-07
"C113","Gompertz","N_0",-1.53379989755326
"C113","Gompertz","N_max",-0.0213046630053405
"C113","Gompertz","r_max",0.0478751984613597
"C113","Gompertz","t_lag",-3.91692621204957
"C113","Quadratic","(Intercept)",-1.32226463857966
"C113","Quadratic","poly(Time, 2, raw = TRUE)1",0.0148042394869529
"C113","Quadratic","poly(Time, 2, raw = TRUE)2",-3.84485851907841e-05
"C114","Cubic","(Intercept)",-0.896608350566977
"C114","Cubic","poly(Time, 3, raw = TRUE)1",0.0631770211884379
"C114","Cubic","poly(Time, 3, raw = TRUE)2",-0.000958433983391441
"C114","Cubic","poly(Time, 3, raw = TRUE)3",3.95588469274481e-06
"C114","Gompertz","N_0",-1.57634460742662
"C114","Gompertz","N_max",-0.0194217394292953
"C114","Gompertz","r_max",0.741661957900924
"C114","Gompertz","t_lag",0.468442364528867
"C114","Quadratic","(Intercept)",-0.691711284739773
"C114","Quadratic","poly(Time, 2, raw = TRUE)1",0.021441533717146
"C114","Quadratic","poly(Time, 2, raw = TRUE)2",-0.00012649920798355
"C115","Cubic","(Intercept)",-1.26157179115788
"C115","Cubic","poly(Time, 3, raw = TRUE)1",0.00976167276042731
"C115","Cubic","poly(Time, 3, raw = TRUE)2",-2.66699686041657e-05
"C115","Cubic","poly(Time, 3, raw = TRUE)3",2.18221466854415e-08
"C115","Gompertz","N_0",-1.52922211666488
"C115","Gompertz","N_max",-0.235138955234243
"C115","Gompertz","r_max",0.041377135185264
"C115","Gompertz","t_lag",3.1528470619075
"C115","Quadratic","(Intercept)",-0.971163420263052
"C115","Quadratic","poly(Time, 2, raw = TRUE)1",0.00400379635567885
"C115","Quadratic","poly(Time, 2, raw = TRUE)2",-4.75822162192454e-06
"C116","Cubic","(Intercept)",1.96144559690399
"C116","Cubic","poly(Time, 3, raw = TRUE)1",-0.00811095266835052
"C116","Cubic","poly(Time, 3, raw = TRUE)2",0.0145588539242589
"C116","Cubic","poly(Time, 3, raw = TRUE)3",-0.000370633129603239
"C116","Gompertz","N_0",3.61131376333798
"C116","Gompertz","N_max",1.83088217129304
"C116","Gompertz","r_max",0.420848216490928
"C116","Gompertz","t_lag",13.4694739918641
"C116","Quadratic","(Intercept)",1.93910321103831
"C116","Quadratic","poly(Time, 2, raw = TRUE)1",0.0212150777914571
"C116","Quadratic","poly(Time, 2, raw = TRUE)2",0.00797844888526291
"C117","Cubic","(Intercept)",1.66585830799138
"C117","Cubic","poly(Time, 3, raw = TRUE)1",0.32883616184899
"C117","Cubic","poly(Time, 3, raw = TRUE)2",0.122044313524601
"C117","Cubic","poly(Time, 3, raw = TRUE)3",-0.0236751699480651
"C117","Gompertz","N_0",1.71134984062268
"C117","Gompertz","N_max",3.44565798194503
"C117","Gompertz","r_max",1.79789299773455
"C117","Gompertz","t_lag",0.714521249614129
"C117","Quadratic","(Intercept)",1.59388113387324
"C117","Quadratic","poly(Time, 2, raw = TRUE)1",0.656014578756551
"C117","Quadratic","poly(Time, 2, raw = TRUE)2",-0.0562811950690773
"C118","Cubic","(Intercept)",1.63176036721131
"C118","Cubic","poly(Time, 3, raw = TRUE)1",-0.0300545102948569
"C118","Cubic","poly(Time, 3, raw = TRUE)2",0.00757797078321121
"C118","Cubic","poly(Time, 3, raw = TRUE)3",0.000899815779530763
"C118","Gompertz","N_0",1.65104840654331
"C118","Gompertz","N_max",2.62046256227499
"C118","Gompertz","r_max",0.955344632022963
"C118","Gompertz","t_lag",5.93342336088399
"C118","Quadratic","(Intercept)",1.65178428525578
"C118","Quadratic","poly(Time, 2, raw = TRUE)1",-0.0694240804274093
"C118","Quadratic","poly(Time, 2, raw = TRUE)2",0.0195397758144078
"C119","Cubic","(Intercept)",1.77470004820729
