"CurveID","Model","Parameter","Estimate"
"C154","Gompertz","N_0",0.237951200671352
"C154","Gompertz","N_max",0.572176872383937
"C154","Gompertz","r_max",0.00261357191093121
"C154","Gompertz","t_lag",22.4337334084759
"C154","Quadratic","(Intercept)",0.238168163023222
"C154","Quadratic","poly(Time, 2, raw = TRUE)1",0.00115800926698312
"C154","Quadratic","poly(Time, 2, raw = TRUE)2",-1.06308533370799e-06
"C155","Cubic","(Intercept)",0.240289226610603
"C155","Cubic","poly(Time, 3, raw = TRUE)1",0.000544674779183172
"C155","Cubic","poly(Time, 3, raw = TRUE)2",3.67615045433436e-06
"C155","Cubic","poly(Time, 3, raw = TRUE)3",-6.70942667123249e-09
"C155","Gompertz","N_0",0.233817698579592
"C155","Gompertz","N_max",0.655519428311293
"C155","Gompertz","r_max",0.00312184389619488
"C155","Gompertz","t_lag",40.0868424143808
"C155","Quadratic","(Intercept)",0.215368322325984
"C155","Quadratic","poly(Time, 2, raw = TRUE)1",0.0015038675801048
"C155","Quadratic","poly(Time, 2, raw = TRUE)2",-1.41706713202097e-06
"C156","Cubic","(Intercept)",0.248644178466575
"C156","Cubic","poly(Time, 3, raw = TRUE)1",0.00129425153837959
"C156","Cubic","poly(Time, 3, raw = TRUE)2",1.04668365121444e-06
"C156","Cubic","poly(Time, 3, raw = TRUE)3",-3.25565294580318e-09
"C156","Gompertz","N_0",0.264226875054498
"C156","Gompertz","N_max",0.749906677049727
"C156","Gompertz","r_max",0.0041158145402424
"C156","Gompertz","t_lag",44.4943754049897
"C156","Quadratic","(Intercept)",0.236644927961422
"C156","Quadratic","poly(Time, 2, raw = TRUE)1",0.00175849540175491
"C156","Quadratic","poly(Time, 2, raw = TRUE)2",-1.42202099520411e-06
"C157","Cubic","(Intercept)",0.243288210329331
"C157","Cubic","poly(Time, 3, raw = TRUE)1",0.00276001214345374
"C157","Cubic","poly(Time, 3, raw = TRUE)2",-6.00716992209575e-06
"C157","Cubic","poly(Time, 3, raw = TRUE)3",4.84795973840754e-09
"C157","Gompertz","N_0",0.266293566306946
"C157","Gompertz","N_max",0.729238840311481
"C157","Gompertz","r_max",0.00465593250964418
"C157","Gompertz","t_lag",17.577588609908
"C157","Quadratic","(Intercept)",0.261214542506105
"C157","Quadratic","poly(Time, 2, raw = TRUE)1",0.00206751464114846
"C157","Quadratic","poly(Time, 2, raw = TRUE)2",-2.32859036544617e-06
"C158","Cubic","(Intercept)",-1.98952260267273
"C158","Cubic","poly(Time, 3, raw = TRUE)1",0.0266808786439979
"C158","Cubic","poly(Time, 3, raw = TRUE)2",-0.000111265074310193
"C158","Cubic","poly(Time, 3, raw = TRUE)3",1.30825483648378e-07
"C158","Gompertz","N_0",-2.58120170940965
"C158","Gompertz","N_max",-0.194043337926275
"C158","Gompertz","r_max",0.243846986985736
"C158","Gompertz","t_lag",3.28111694177053
"C158","Quadratic","(Intercept)",-1.56656644519212
"C158","Quadratic","poly(Time, 2, raw = TRUE)1",0.0105737396173936
"C158","Quadratic","poly(Time, 2, raw = TRUE)2",-1.96411482332232e-05
"C159","Cubic","(Intercept)",-1.75964456188673
"C159","Cubic","poly(Time, 3, raw = TRUE)1",0.0899412006038805
"C159","Cubic","poly(Time, 3, raw = TRUE)2",-0.00126651967208157
"C159","Cubic","poly(Time, 3, raw = TRUE)3",4.93548152952138e-06
"C159","Gompertz","N_0",-1.90274139294234
"C159","Gompertz","N_max",-0.163568273629407
"C159","Gompertz","r_max",0.466799059894821
"C159","Gompertz","t_lag",2.53564990420977
"C159","Quadratic","(Intercept)",-1.50507635323892
"C159","Quadratic","poly(Time, 2, raw = TRUE)1",0.0377965943558135
"C159","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000227605982825755
"C160","Cubic","(Intercept)",-1.44078207516722
"C160","Cubic","poly(Time, 3, raw = TRUE)1",0.0888569310134587
"C160","Cubic","poly(Time, 3, raw = TRUE)2",-0.0014122343032204
"C160","Cubic","poly(Time, 3, raw = TRUE)3",5.88847839510583e-06
"C160","Gompertz","N_0",-1.89298444380234
"C160","Gompertz","N_max",-0.165168722905594
"C160","Gompertz","r_max",0.811297711204328
"C160","Gompertz","t_lag",2.00812850654897
"C160","Quadratic","(Intercept)",-1.12666831934401
"C160","Quadratic","poly(Time, 2, raw = TRUE)1",0.0261994112168293
"C160","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000169428655728185
"C161","Cubic","(Intercept)",-2.40272942812992
"C161","Cubic","poly(Time, 3, raw = TRUE)1",0.0159091142406455
"C161","Cubic","poly(Time, 3, raw = TRUE)2",-3.81426109329371e-05
"C161","Cubic","poly(Time, 3, raw = TRUE)3",2.8420548223265e-08
"C161","Gompertz","N_0",-2.19307628144932
"C161","Gompertz","N_max",-0.353127919723093
"C161","Gompertz","r_max",0.0390430097831472
"C161","Gompertz","t_lag",37.7649761171346
"C161","Quadratic","(Intercept)",-2.0208034219434
"C161","Quadratic","poly(Time, 2, raw = TRUE)1",0.00838692780027035
"C161","Quadratic","poly(Time, 2, raw = TRUE)2",-9.56921967769538e-06
"C162","Cubic","(Intercept)",-1.33035079751256
"C162","Cubic","poly(Time, 3, raw = TRUE)1",0.0178972010536978
"C162","Cubic","poly(Time, 3, raw = TRUE)2",-7.7371696476386e-05
"C162","Cubic","poly(Time, 3, raw = TRUE)3",9.22527186141615e-08
"C162","Gompertz","N_0",-1.79588001734408
"C162","Gompertz","N_max",-0.154075725651737
"C162","Gompertz","r_max",0.200400606741191
"C162","Gompertz","t_lag",3.58459908979292
"C162","Quadratic","(Intercept)",-1.005014584469
"C162","Quadratic","poly(Time, 2, raw = TRUE)1",0.00609206588748635
"C162","Quadratic","poly(Time, 2, raw = TRUE)2",-1.18014127917958e-05
"C163","Cubic","(Intercept)",-1.8370724976483
"C163","Cubic","poly(Time, 3, raw = TRUE)1",0.04087938671562
"C163","Cubic","poly(Time, 3, raw = TRUE)2",-0.000290011867964668
"C163","Cubic","poly(Time, 3, raw = TRUE)3",6.01464503138218e-07
"C163","Gompertz","N_0",-1.97314001401544
"C163","Gompertz","N_max",-0.1249387366083
"C163","Gompertz","r_max",0.0777212476237193
"C163","Gompertz","t_lag",-5.27192948851492
"C163","Quadratic","(Intercept)",-1.69201070495342
"C163","Quadratic","poly(Time, 2, raw = TRUE)1",0.0289013974019396
"C163","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000121131167655527
"C164","Cubic","(Intercept)",-1.67595748031945
"C164","Cubic","poly(Time, 3, raw = TRUE)1",0.0935509218818951
"C164","Cubic","poly(Time, 3, raw = TRUE)2",-0.00135477426696404
"C164","Cubic","poly(Time, 3, raw = TRUE)3",5.35781267583035e-06
"C164","Gompertz","N_0",-2.27490547891853
"C164","Gompertz","N_max",-0.12402883017028
"C164","Gompertz","r_max",0.5169553810885
"C164","Gompertz","t_lag",0.212468212229657
"C164","Quadratic","(Intercept)",-1.35644048077542
"C164","Quadratic","poly(Time, 2, raw = TRUE)1",0.0354009906037283
"C164","Quadratic","poly(Time, 2, raw = TRUE)2",-0.00021734953190864
"C165","Cubic","(Intercept)",-2.11322950079862
"C165","Cubic","poly(Time, 3, raw = TRUE)1",0.016809042354362
"C165","Cubic","poly(Time, 3, raw = TRUE)2",-4.50162440648461e-05
"C165","Cubic","poly(Time, 3, raw = TRUE)3",3.61595533189192e-08
"C165","Gompertz","N_0",-2.27318378115767
"C165","Gompertz","N_max",-0.28446042974496
"C165","Gompertz","r_max",0.0611459045472292
"C165","Gompertz","t_lag",17.2631858106914
"C165","Quadratic","(Intercept)",-1.62589518218333
"C165","Quadratic","poly(Time, 2, raw = TRUE)1",0.00721578744825691
"C165","Quadratic","poly(Time, 2, raw = TRUE)2",-8.62390925041203e-06
"C166","Cubic","(Intercept)",-1.35151558034516
"C166","Cubic","poly(Time, 3, raw = TRUE)1",0.0173257820027613
"C166","Cubic","poly(Time, 3, raw = TRUE)2",-7.93069391211206e-05
"C166","Cubic","poly(Time, 3, raw = TRUE)3",9.81251020841939e-08
"C166","Gompertz","N_0",-0.511402211558198
"C166","Gompertz","N_max",-2.00340609150772
"C166","Gompertz","r_max",0.81368575463894
"C166","Gompertz","t_lag",11.2265761914293
"C166","Quadratic","(Intercept)",-1.00387978899922
"C166","Quadratic","poly(Time, 2, raw = TRUE)1",0.00507936980978349
"C166","Quadratic","poly(Time, 2, raw = TRUE)2",-1.04649890980118e-05
"C167","Cubic","(Intercept)",-2.02211110271847
"C167","Cubic","poly(Time, 3, raw = TRUE)1",0.0487212151169761
"C167","Cubic","poly(Time, 3, raw = TRUE)2",-0.00037712063311302
"C167","Cubic","poly(Time, 3, raw = TRUE)3",8.35290338075584e-07
"C167","Gompertz","N_0",-2.27417000967942
"C167","Gompertz","N_max",-0.397090587056834
"C167","Gompertz","r_max",0.13809855805977
"C167","Gompertz","t_lag",-2.30236294435974
"C167","Quadratic","(Intercept)",-1.88557532557275
"C167","Quadratic","poly(Time, 2, raw = TRUE)1",0.0354420510225853
"C167","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000166420834149514
"C168","Cubic","(Intercept)",-1.7263234032639
"C168","Cubic","poly(Time, 3, raw = TRUE)1",0.101824856276002
"C168","Cubic","poly(Time, 3, raw = TRUE)2",-0.00153464853993246
"C168","Cubic","poly(Time, 3, raw = TRUE)3",6.18376754821997e-06
"C168","Gompertz","N_0",-0.356942136206611
"C168","Gompertz","N_max",-5.08427263451099
"C168","Gompertz","r_max",0.625616635294882
"C168","Gompertz","t_lag",7.85432002633215
"C168","Quadratic","(Intercept)",-1.34249037697839
"C168","Quadratic","poly(Time, 2, raw = TRUE)1",0.0344277430690124
"C168","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000220720882665009
"C169","Cubic","(Intercept)",-2.26342048002414
"C169","Cubic","poly(Time, 3, raw = TRUE)1",0.0167630138157028
"C169","Cubic","poly(Time, 3, raw = TRUE)2",-4.13214837186786e-05
"C169","Cubic","poly(Time, 3, raw = TRUE)3",3.03417039838464e-08
"C169","Gompertz","N_0",-2.25685827068218
"C169","Gompertz","N_max",-0.248372214395234
"C169","Gompertz","r_max",0.042507148319717
"C169","Gompertz","t_lag",17.4586827728387
"C169","Quadratic","(Intercept)",-1.85151533353691
"C169","Quadratic","poly(Time, 2, raw = TRUE)1",0.00870125692339991
"C169","Quadratic","poly(Time, 2, raw = TRUE)2",-1.08106470058856e-05
"C170","Cubic","(Intercept)",-2.22420383368057
"C170","Cubic","poly(Time, 3, raw = TRUE)1",0.0293027380005703
"C170","Cubic","poly(Time, 3, raw = TRUE)2",-0.000117938106974972
"C170","Cubic","poly(Time, 3, raw = TRUE)3",1.37938279848623e-07
"C170","Gompertz","N_0",-2.43223843910496
"C170","Gompertz","N_max",-0.196062421735858
"C170","Gompertz","r_max",0.250785026010458
"C170","Gompertz","t_lag",19.0261744312806
"C170","Quadratic","(Intercept)",-1.66034056145788
"C170","Quadratic","poly(Time, 2, raw = TRUE)1",0.0113632239219035
"C170","Quadratic","poly(Time, 2, raw = TRUE)2",-1.98063348610954e-05
"C171","Cubic","(Intercept)",-2.82583092404004
"C171","Cubic","poly(Time, 3, raw = TRUE)1",0.0474883483854167
"C171","Cubic","poly(Time, 3, raw = TRUE)2",-0.000135322651847786
"C171","Cubic","poly(Time, 3, raw = TRUE)3",-5.62158272213171e-07
"C171","Gompertz","N_0",-2.57511836336893
"C171","Gompertz","N_max",-0.148676817789386
"C171","Gompertz","r_max",0.278830298956448
"C171","Gompertz","t_lag",22.0222468979007
"C171","Quadratic","(Intercept)",-2.85759931911198
"C171","Quadratic","poly(Time, 2, raw = TRUE)1",0.0534786036847234
"C171","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000253812668333924
"C172","Cubic","(Intercept)",-1.4151132430278
"C172","Cubic","poly(Time, 3, raw = TRUE)1",0.0568142432471803
"C172","Cubic","poly(Time, 3, raw = TRUE)2",-0.000787999084801142
"C172","Cubic","poly(Time, 3, raw = TRUE)3",2.84530965745374e-06
"C172","Gompertz","N_0",-1.72776375964997
"C172","Gompertz","N_max",-0.436151225246078
"C172","Gompertz","r_max",0.266470735645943
"C172","Gompertz","t_lag",-0.159175018690512
"C172","Quadratic","(Intercept)",-1.2492102498574
"C172","Quadratic","poly(Time, 2, raw = TRUE)1",0.0262288220951204
"C172","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000186318490299311
"C173","Cubic","(Intercept)",-2.42393582247812
"C173","Cubic","poly(Time, 3, raw = TRUE)1",-0.000510817664879263
"C173","Cubic","poly(Time, 3, raw = TRUE)2",6.15619549779784e-07
"C173","Cubic","poly(Time, 3, raw = TRUE)3",3.80806395526311e-09
"C173","Gompertz","N_0",-2.44355982815856
"C173","Gompertz","N_max",-1.43744544786335
"C173","Gompertz","r_max",0.0113773375387879
"C173","Gompertz","t_lag",404.379713232806
"C173","Quadratic","(Intercept)",-2.36862358764561
"C173","Quadratic","poly(Time, 2, raw = TRUE)1",-0.00154307749685653
"C173","Quadratic","poly(Time, 2, raw = TRUE)2",4.47489439099658e-06
"C174","Cubic","(Intercept)",-0.208162673359155
"C174","Cubic","poly(Time, 3, raw = TRUE)1",0.0819603231445731
"C174","Cubic","poly(Time, 3, raw = TRUE)2",0.000900413326093183
"C174","Cubic","poly(Time, 3, raw = TRUE)3",-1.18591077536326e-05
"C174","Gompertz","N_0",0.0139859520578518
"C174","Gompertz","N_max",5.70905201413533
"C174","Gompertz","r_max",0.370404723931318
"C174","Gompertz","t_lag",11.0154347057322
"C174","Quadratic","(Intercept)",-0.519938056062152
"C174","Quadratic","poly(Time, 2, raw = TRUE)1",0.136251229650218
"C174","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000721514092494835
"C175","Cubic","(Intercept)",-0.136799606538406
"C175","Cubic","poly(Time, 3, raw = TRUE)1",0.177508921679531
"C175","Cubic","poly(Time, 3, raw = TRUE)2",-0.00165806950732522
"C175","Cubic","poly(Time, 3, raw = TRUE)3",4.86507142971556e-06
"C175","Gompertz","N_0",0
"C175","Gompertz","N_max",6.01398601398613
"C175","Gompertz","r_max",0.36010416978977
"C175","Gompertz","t_lag",3.61001661942404
"C175","Quadratic","(Intercept)",-0.0201757017906047
"C175","Quadratic","poly(Time, 2, raw = TRUE)1",0.154712972386156
"C175","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000993381381698075
"C176","Cubic","(Intercept)",0.0299878174352356
"C176","Cubic","poly(Time, 3, raw = TRUE)1",0.0275779424013378
"C176","Cubic","poly(Time, 3, raw = TRUE)2",-3.55502851807455e-05
"C176","Cubic","poly(Time, 3, raw = TRUE)3",6.83560818892141e-09
"C176","Gompertz","N_0",0.0209791324190413
"C176","Gompertz","N_max",5.7482517482521
"C176","Gompertz","r_max",0.0543906375011081
"C176","Gompertz","t_lag",3.4459659450738
"C176","Quadratic","(Intercept)",0.0418947177719097
"C176","Quadratic","poly(Time, 2, raw = TRUE)1",0.026953174063089
"C176","Quadratic","poly(Time, 2, raw = TRUE)2",-3.14207549910725e-05
"C177","Cubic","(Intercept)",-0.0099280919098747
"C177","Cubic","poly(Time, 3, raw = TRUE)1",0.0158479837232947
"C177","Cubic","poly(Time, 3, raw = TRUE)2",0.000223820836598083
"C177","Cubic","poly(Time, 3, raw = TRUE)3",-7.40314876936446e-07
"C177","Gompertz","N_0",0
"C177","Gompertz","N_max",6.38461538461533
"C177","Gompertz","r_max",0.12373738345821
"C177","Gompertz","t_lag",25.7472062276776
"C177","Quadratic","(Intercept)",-0.345359976822049
"C177","Quadratic","poly(Time, 2, raw = TRUE)1",0.0476276265005092
"C177","Quadratic","poly(Time, 2, raw = TRUE)2",-8.29646676215305e-05
"C178","Cubic","(Intercept)",-0.165738159050177
"C178","Cubic","poly(Time, 3, raw = TRUE)1",0.0218285130220927
"C178","Cubic","poly(Time, 3, raw = TRUE)2",0.000486512222569267
"C178","Cubic","poly(Time, 3, raw = TRUE)3",-2.26474352872817e-06
"C178","Gompertz","N_0",0
"C178","Gompertz","N_max",6.2237762237762
"C178","Gompertz","r_max",0.176783608512524
"C178","Gompertz","t_lag",26.2510210299439
"C178","Quadratic","(Intercept)",-0.556725410841904
"C178","Quadratic","poly(Time, 2, raw = TRUE)1",0.0632420543083851
"C178","Quadratic","poly(Time, 2, raw = TRUE)2",-0.00014197374200482
"C179","Cubic","(Intercept)",-0.0942432898667414
"C179","Cubic","poly(Time, 3, raw = TRUE)1",0.0793221750592105
"C179","Cubic","poly(Time, 3, raw = TRUE)2",-0.000186196268708577
"C179","Cubic","poly(Time, 3, raw = TRUE)3",-2.58499191964297e-07
"C179","Gompertz","N_0",0.0139859520578518
"C179","Gompertz","N_max",6.53846153846151
"C179","Gompertz","r_max",0.261888180010486
"C179","Gompertz","t_lag",21.3712220971513
"C179","Quadratic","(Intercept)",-0.129353451430169
"C179","Quadratic","poly(Time, 2, raw = TRUE)1",0.0839719713038619
"C179","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000257831049766248
"C180","Cubic","(Intercept)",-2.27614929039327
"C180","Cubic","poly(Time, 3, raw = TRUE)1",0.0772155158883445
"C180","Cubic","poly(Time, 3, raw = TRUE)2",-0.000328811584738848
"C180","Cubic","poly(Time, 3, raw = TRUE)3",4.33462339852992e-07
"C180","Gompertz","N_0",-0.000742409173162583
"C180","Gompertz","N_max",3.54413992580195
"C180","Gompertz","r_max",0.0991293415846121
"C180","Gompertz","t_lag",32.8084064467994
"C180","Quadratic","(Intercept)",-1.85978480132594
"C180","Quadratic","poly(Time, 2, raw = TRUE)1",0.0625194715179252
"C180","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000181642786679808
"C181","Cubic","(Intercept)",-0.381432555939872
"C181","Cubic","poly(Time, 3, raw = TRUE)1",0.0155037404265163
"C181","Cubic","poly(Time, 3, raw = TRUE)2",0.000189248525912702
"C181","Cubic","poly(Time, 3, raw = TRUE)3",-8.88069889791113e-07
"C181","Gompertz","N_0",-0.0104972336724832
"C181","Gompertz","N_max",3.28268647929499
"C181","Gompertz","r_max",0.0890401183060226
"C181","Gompertz","t_lag",35.2397617356003
"C181","Quadratic","(Intercept)",-0.802937072261931
"C181","Quadratic","poly(Time, 2, raw = TRUE)1",0.0388970295099807
"C181","Quadratic","poly(Time, 2, raw = TRUE)2",-9.05374712709208e-05
"C182","Cubic","(Intercept)",-0.294958561233687
"C182","Cubic","poly(Time, 3, raw = TRUE)1",0.0103942661840059
"C182","Cubic","poly(Time, 3, raw = TRUE)2",0.000207974813897105
"C182","Cubic","poly(Time, 3, raw = TRUE)3",-9.49163205143951e-07
"C182","Gompertz","N_0",0.0186900987696468
"C182","Gompertz","N_max",2.66540625690847
"C182","Gompertz","r_max",0.0860870159983237
"C182","Gompertz","t_lag",39.843405311912
"C182","Quadratic","(Intercept)",-0.765659331883804
"C182","Quadratic","poly(Time, 2, raw = TRUE)1",0.0353912890429319
"C182","Quadratic","poly(Time, 2, raw = TRUE)2",-8.98969272544236e-05
"C183","Cubic","(Intercept)",-0.57298954809493
"C183","Cubic","poly(Time, 3, raw = TRUE)1",0.0701949638697581
"C183","Cubic","poly(Time, 3, raw = TRUE)2",-0.000205059721949568
"C183","Cubic","poly(Time, 3, raw = TRUE)3",-6.78183468365377e-07
"C183","Gompertz","N_0",0.0363769474620424
"C183","Gompertz","N_max",3.79005453628969
"C183","Gompertz","r_max",0.151528005690992
"C183","Gompertz","t_lag",11.5784288200217
"C183","Quadratic","(Intercept)",-0.64497244033158
"C183","Quadratic","poly(Time, 2, raw = TRUE)1",0.0762614927417968
"C183","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000327900572621372
"C184","Cubic","(Intercept)",-0.154505276380512
"C184","Cubic","poly(Time, 3, raw = TRUE)1",0.0327615239460292
"C184","Cubic","poly(Time, 3, raw = TRUE)2",0.00025735333612333
"C184","Cubic","poly(Time, 3, raw = TRUE)3",-2.16704719556648e-06
"C184","Gompertz","N_0",0.114826410237137
"C184","Gompertz","N_max",3.72832731709505
"C184","Gompertz","r_max",0.120683423452763
"C184","Gompertz","t_lag",14.8352484434603
"C184","Quadratic","(Intercept)",-0.46083754358107
"C184","Quadratic","poly(Time, 2, raw = TRUE)1",0.0563402922208177
"C184","Quadratic","poly(Time, 2, raw = TRUE)2",-0.00017594523485495
"C185","Cubic","(Intercept)",-0.148310079600051
"C185","Cubic","poly(Time, 3, raw = TRUE)1",0.0329251296835672
"C185","Cubic","poly(Time, 3, raw = TRUE)2",7.81845617103667e-05
"C185","Cubic","poly(Time, 3, raw = TRUE)3",-1.1055342842488e-06
"C185","Gompertz","N_0",0.103646046859708
"C185","Gompertz","N_max",3.0346241966688
"C185","Gompertz","r_max",0.0934105544355933
"C185","Gompertz","t_lag",12.3812590620205
"C185","Quadratic","(Intercept)",-0.279878409046764
"C185","Quadratic","poly(Time, 2, raw = TRUE)1",0.0438081681176419
"C185","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000132917809735669
"C186","Cubic","(Intercept)",0.0390824331146235
"C186","Cubic","poly(Time, 3, raw = TRUE)1",-0.028906871099315
"C186","Cubic","poly(Time, 3, raw = TRUE)2",0.00468071947752892
"C186","Cubic","poly(Time, 3, raw = TRUE)3",-5.55525643943657e-05
"C186","Gompertz","N_0",0.11082262417603
"C186","Gompertz","N_max",3.44670206127001
"C186","Gompertz","r_max",0.295411734346818
"C186","Gompertz","t_lag",14.8070039776057
"C186","Quadratic","(Intercept)",-0.839661871161134
"C186","Quadratic","poly(Time, 2, raw = TRUE)1",0.103960473036903
"C186","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000423127542555024
"C187","Cubic","(Intercept)",0.0224875077262931
"C187","Cubic","poly(Time, 3, raw = TRUE)1",0.0343555518216846
"C187","Cubic","poly(Time, 3, raw = TRUE)2",0.00139600122211414
"C187","Cubic","poly(Time, 3, raw = TRUE)3",-1.65764548915694e-05
"C187","Gompertz","N_0",0.325800383448816
"C187","Gompertz","N_max",3.64246491447053
"C187","Gompertz","r_max",0.21181389586053
"C187","Gompertz","t_lag",12.492644174421
"C187","Quadratic","(Intercept)",-0.349068943567142
"C187","Quadratic","poly(Time, 2, raw = TRUE)1",0.0876811313184787
"C187","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000392225647061446
"C188","Cubic","(Intercept)",-0.378512097104154
"C188","Cubic","poly(Time, 3, raw = TRUE)1",0.0297545207859291
"C188","Cubic","poly(Time, 3, raw = TRUE)2",0.00157194926488221
"C188","Cubic","poly(Time, 3, raw = TRUE)3",-1.94629929875988e-05
"C188","Gompertz","N_0",0.17161091887917
"C188","Gompertz","N_max",2.83922566215757
"C188","Gompertz","r_max",0.202288372095243
"C188","Gompertz","t_lag",15.3550907595099
"C188","Quadratic","(Intercept)",-0.992466750696024
"C188","Quadratic","poly(Time, 2, raw = TRUE)1",0.0974072779951802
"C188","Quadratic","poly(Time, 2, raw = TRUE)2",-0.000532498273220986
"C189","Cubic","(Intercept)",0.0709663872155532
"C189","Cubic","poly(Time, 3, raw = TRUE)1",-0.00313109952759379
"C189","Cubic","poly(Time, 3, raw = TRUE)2",4.28647721762122e-05
"C189","Cubic","poly(Time, 3, raw = TRUE)3",-4.7360042301777e-08
"C189","Gompertz","N_0",0.112178871014665
"C189","Gompertz","N_max",3.40958287487859
"C189","Gompertz","r_max",0.0276277923598179
"C189","Gompertz","t_lag",154.611837206571
"C189","Quadratic","(Intercept)",-0.794857782154763
"C189","Quadratic","poly(Time, 2, raw = TRUE)1",0.00991392145439152
"C189","Quadratic","poly(Time, 2, raw = TRUE)2",-4.70330630459957e-06
"C190","Cubic","(Intercept)",-0.815919551743055
"C190","Cubic","poly(Time, 3, raw = TRUE)1",0.011979446694961
"C190","Cubic","poly(Time, 3, raw = TRUE)2",-4.92185098183956e-06
"C190","Cubic","poly(Time, 3, raw = TRUE)3",-8.89894692287167e-09
"C190","Gompertz","N_0",0.00882535041517239
"C190","Gompertz","N_max",2.71267442709252
"C190","Gompertz","r_max",0.0351281615482964
"C190","Gompertz","t_lag",112.042702722381
"C190","Quadratic","(Intercept)",-0.978854610516848
"C190","Quadratic","poly(Time, 2, raw = TRUE)1",0.0144506685869702
"C190","Quadratic","poly(Time, 2, raw = TRUE)2",-1.39051667767302e-05
"C191","Cubic","(Intercept)",-0.236206515032869
"C191","Cubic","poly(Time, 3, raw = TRUE)1",0.0053064289024572
"C191","Cubic","poly(Time, 3, raw = TRUE)2",1.16177942178575e-05
"C191","Cubic","poly(Time, 3, raw = TRUE)3",-2.09113586927909e-08
"C191","Gompertz","N_0",0.0720881524652331
"C191","Gompertz","N_max",2.4964098641353
"C191","Gompertz","r_max",0.0372414688609617
"C191","Gompertz","t_lag",138.838883503223
"C191","Quadratic","(Intercept)",-0.49499084410917
"C191","Quadratic","poly(Time, 2, raw = TRUE)1",0.0104982561848182
"C191","Quadratic","poly(Time, 2, raw = TRUE)2",-8.89388955901992e-06
"C192","Cubic","(Intercept)",-6.00271701113047
"C192","Cubic","poly(Time, 3, raw = TRUE)1",0.0510707748276002
"C192","Cubic","poly(Time, 3, raw = TRUE)2",-9.27770778130576e-05
"C192","Cubic","poly(Time, 3, raw = TRUE)3",5.34589326454165e-08
"C192","Gompertz","N_0",1.29842913782046
"C192","Gompertz","N_max",3.10334958636281
"C192","Gompertz","r_max",0.038954451079348
"C192","Gompertz","t_lag",234.870896602126
"C192","Quadratic","(Intercept)",-3.16870968194784
"C192","Quadratic","poly(Time, 2, raw = TRUE)1",0.0269299508156662
"C192","Quadratic","poly(Time, 2, raw = TRUE)2",-2.87465156721247e-05
"C193","Cubic","(Intercept)",-1.07796220510736
"C193","Cubic","poly(Time, 3, raw = TRUE)1",0.0163152104547033
"C193","Cubic","poly(Time, 3, raw = TRUE)2",-9.47769430210021e-06
"C193","Cubic","poly(Time, 3, raw = TRUE)3",-1.28771239541204e-08
"C193","Gompertz","N_0",0.13823099417645
"C193","Gompertz","N_max",3.14450380105508
"C193","Gompertz","r_max",0.0401518839109317
"C193","Gompertz","t_lag",107.668182940947
"C193","Quadratic","(Intercept)",-1.25823707414959
"C193","Quadratic","poly(Time, 2, raw = TRUE)1",0.0191487489505259
"C193","Quadratic","poly(Time, 2, raw = TRUE)2",-2.0813543469813e-05
"C194","Cubic","(Intercept)",-0.792364463431123
"C194","Cubic","poly(Time, 3, raw = TRUE)1",0.00883660148823276
"C194","Cubic","poly(Time, 3, raw = TRUE)2",1.13550726890136e-05
"C194","Cubic","poly(Time, 3, raw = TRUE)3",-3.48744664545881e-08
"C194","Gompertz","N_0",0.0201799436981074
"C194","Gompertz","N_max",2.22329549883161
"C194","Gompertz","r_max",0.0399629342716044
"C194","Gompertz","t_lag",131.882501338299
"C194","Quadratic","(Intercept)",-1.30642714599648
"C194","Quadratic","poly(Time, 2, raw = TRUE)1",0.0167525731642161
"C194","Quadratic","poly(Time, 2, raw = TRUE)2",-1.9809975543046e-05
"C195","Cubic","(Intercept)",0.128925611518032
"C195","Cubic","poly(Time, 3, raw = TRUE)1",-0.0168589782707518
"C195","Cubic","poly(Time, 3, raw = TRUE)2",0.00019756477743074
"C195","Cubic","poly(Time, 3, raw = TRUE)3",-3.68713927578276e-07
"C195","Gompertz","N_0",-0.0175895074985104
"C195","Gompertz","N_max",2.93601362673099
"C195","Gompertz","r_max",0.0595311685381045
"C195","Gompertz","t_lag",125.262659633542
"C195","Quadratic","(Intercept)",-0.280735046672982
"C195","Quadratic","poly(Time, 2, raw = TRUE)1",0.00443740617343985
"C195","Quadratic","poly(Time, 2, raw = TRUE)2",2.19373747612977e-05
"C196","Cubic","(Intercept)",-0.0366236944917978
"C196","Cubic","poly(Time, 3, raw = TRUE)1",-0.00830137632671948
"C196","Cubic","poly(Time, 3, raw = TRUE)2",0.000164156323144517
