"CurveID","CurveLabel","Species","Temp","Medium","Rep","BestModel","BestAIC","BestBIC","SuccessfulModels"
"C011","Acinetobacter.clacoaceticus.2_35_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",35,"TSB",1,"Cubic",4.30735773289655,8.17030134409545,3
"C012","Acinetobacter.clacoaceticus.2_5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2",5,"TSB",1,"Cubic",-92.8790821200552,-86.0426029701228,3
"C013","Aerobic Mesophilic._10_Cooked Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",10,"Cooked Chicken Breast",1,"Gompertz",-1.59614598219358,0.39333038179827,3
"C014","Aerobic Mesophilic._10_Raw Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",10,"Raw Chicken Breast",1,"Gompertz",-11.0484088418316,-9.53548337686135,3
"C015","Aerobic Mesophilic._10_Salted Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",10,"Salted Chicken Breast",1,"Gompertz",-16.1223844492424,-13.6978512003024,3
"C016","Aerobic Mesophilic._15_Cooked Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",15,"Cooked Chicken Breast",1,"Gompertz",-11.0805620413697,-10.0944391546886,3
"C017","Aerobic Mesophilic._15_Raw Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",15,"Raw Chicken Breast",1,"Gompertz",-5.69824179162974,-4.71211890494865,3
"C018","Aerobic Mesophilic._15_Salted Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",15,"Salted Chicken Breast",1,"Gompertz",-8.76567626515115,-8.36846855675197,3
"C019","Aerobic Mesophilic._20_Cooked Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",20,"Cooked Chicken Breast",1,"Cubic",-26.3281980747348,-24.8152726097646,3
"C020","Aerobic Mesophilic._20_Raw Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",20,"Raw Chicken Breast",1,"Cubic",-10.9128577470671,-10.5156500386679,3
"C021","Aerobic Mesophilic._20_Salted Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",20,"Salted Chicken Breast",1,"Gompertz",-7.28577325285274,-6.88856554445356,3
"C022","Aerobic Mesophilic._2_Cooked Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",2,"Cooked Chicken Breast",1,"Cubic",-9.61544822007102,-8.62932533338992,3
"C023","Aerobic Mesophilic._2_Raw Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",2,"Raw Chicken Breast",1,"Cubic",-15.2512129274775,-13.7382874625073,3
"C024","Aerobic Mesophilic._2_Salted Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",2,"Salted Chicken Breast",1,"Cubic",-18.3480093996309,-16.8350839346607,3
"C025","Aerobic Mesophilic._4_Cooked Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",4,"Cooked Chicken Breast",1,"Cubic",-0.881171576313204,-1.92237423017293,3
"C026","Aerobic Mesophilic._4_Raw Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",4,"Raw Chicken Breast",1,"Gompertz",-10.107514876623,-10.3779641313464,3
"C027","Aerobic Mesophilic._4_Salted Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",4,"Salted Chicken Breast",1,"Gompertz",-5.08231698293985,-5.35276623766328,3
"C028","Aerobic Mesophilic._7_Cooked Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",7,"Cooked Chicken Breast",1,"Gompertz",-6.71655938874461,-4.29202613980461,3
"C029","Aerobic Mesophilic._7_Raw Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",7,"Raw Chicken Breast",1,"Gompertz",-9.64547476970508,-6.45018812162879,3
"C030","Aerobic Mesophilic._7_Salted Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Mesophilic.",7,"Salted Chicken Breast",1,"Gompertz",-19.3449952511955,-16.1497086031192,3
"C031","Aerobic Psychotropic._10_Cooked Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.",10,"Cooked Chicken Breast",1,"Gompertz",-17.197489265589,-14.772956016649,3
"C032","Aerobic Psychotropic._10_Raw Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.",10,"Raw Chicken Breast",1,"Gompertz",-13.5622258341266,-11.1376925851866,3
"C033","Aerobic Psychotropic._10_Salted Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.",10,"Salted Chicken Breast",1,"Gompertz",-12.536465877772,-10.111932628832,3
"C034","Aerobic Psychotropic._15_Cooked Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.",15,"Cooked Chicken Breast",1,"Cubic",-10.7739331035705,-9.78781021688942,3
"C035","Aerobic Psychotropic._15_Raw Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.",15,"Raw Chicken Breast",1,"Cubic",-10.2632482273834,-8.75032276241314,3
"C036","Aerobic Psychotropic._15_Salted Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.",15,"Salted Chicken Breast",1,"Gompertz",-15.0369407640838,-14.0508178774027,3
"C037","Aerobic Psychotropic._20_Cooked Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.",20,"Cooked Chicken Breast",1,"Cubic",-13.1267512472074,-12.1406283605263,3
"C038","Aerobic Psychotropic._20_Raw Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.",20,"Raw Chicken Breast",1,"Cubic",-8.95317447375727,-8.55596676535809,3
"C039","Aerobic Psychotropic._20_Salted Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.",20,"Salted Chicken Breast",1,"Quadratic",-5.87592475258098,-6.70888687566876,3
"C040","Aerobic Psychotropic._2_Cooked Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.",2,"Cooked Chicken Breast",1,"Gompertz",-12.8278654955807,-11.8417426088996,3
"C041","Aerobic Psychotropic._2_Raw Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.",2,"Raw Chicken Breast",1,"Gompertz",-21.4155674865478,-19.9026420215776,3
"C042","Aerobic Psychotropic._2_Salted Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.",2,"Salted Chicken Breast",1,"Gompertz",-27.4529534087189,-25.9400279437487,3
"C043","Aerobic Psychotropic._4_Cooked Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.",4,"Cooked Chicken Breast",1,"Cubic",-5.64729945460827,-5.91774870933171,3
"C044","Aerobic Psychotropic._4_Raw Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.","Aerobic Psychotropic.",4,"Raw Chicken Breast",1,"Cubic",-5.54092108789553,-6.58212374175526,3
