CurveID,CurveLabel,Species,Temp,Medium,Rep,TimeUnits,PopBioUnits,NObservations,UniqueTimeValues,MinTime,MaxTime,MinPopBio,MaxPopBio,PopBioRange
C146,"Lactobaciulus plantarum_10_MRS_1_Zwietering, M.H., De Wit, J.C., Cuppers, H.G.A.M. and Van't Riet, K., 1994. Modeling of bacterial growth with shifts in temperature. Appl. Environ. Microbiol., 60(1), pp.204-213.",Lactobaciulus plantarum,10.000000,MRS,1,Hours,N,151,151,1.486655,345.070292,1.174915,7072.428709,7071.253794
C148,"Lactobaciulus plantarum_20_MRS_1_Zwietering, M.H., De Wit, J.C., Cuppers, H.G.A.M. and Van't Riet, K., 1994. Modeling of bacterial growth with shifts in temperature. Appl. Environ. Microbiol., 60(1), pp.204-213.",Lactobaciulus plantarum,20.000000,MRS,1,Hours,N,108,108,0.994437,56.136779,1.339311,21271.271032,21269.931721
C149,"Lactobaciulus plantarum_25_MRS_1_Zwietering, M.H., De Wit, J.C., Cuppers, H.G.A.M. and Van't Riet, K., 1994. Modeling of bacterial growth with shifts in temperature. Appl. Environ. Microbiol., 60(1), pp.204-213.",Lactobaciulus plantarum,25.000000,MRS,1,Hours,N,89,87,0.057355,51.955747,2.182619,27151.735748,27149.553129
C147,"Lactobaciulus plantarum_15_MRS_1_Zwietering, M.H., De Wit, J.C., Cuppers, H.G.A.M. and Van't Riet, K., 1994. Modeling of bacterial growth with shifts in temperature. Appl. Environ. Microbiol., 60(1), pp.204-213.",Lactobaciulus plantarum,15.000000,MRS,1,Hours,N,88,87,1.519692,124.750012,2.479340,25068.972966,25066.493626
C131,"Klebsiella.pneumonia_15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Klebsiella.pneumonia,15.000000,TSB,1,Hours,OD_595,35,34,-0.127761,478.956291,0.005295,0.854463,0.849168
C127,"Klebsiella.pneumonia..RDA.R._15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Klebsiella.pneumonia..RDA.R.,15.000000,TSB,1,Hours,OD_595,32,29,0.923788,479.445727,0.016006,0.774288,0.758282
C169,"Pantoea.agglomerans.2_5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Pantoea.agglomerans.2,5.000000,TSB,1,Hours,OD_595,31,31,-0.000000,671.084337,0.005217,0.564453,0.559235
C112,"Enterobacter.sp._15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Enterobacter.sp.,15.000000,TSB,1,Hours,OD_595,30,30,-0.000000,479.445727,0.026667,0.858667,0.832000
C115,"Enterobacter.sp._5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Enterobacter.sp.,5.000000,TSB,1,Hours,OD_595,29,29,-0.000000,669.879518,0.029565,0.581917,0.552352
C165,"Pantoea.agglomerans.1_5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Pantoea.agglomerans.1,5.000000,TSB,1,Hours,OD_595,29,29,-0.000000,671.084337,0.005217,0.519445,0.514227
C161,"Pantoea.agglomerans..RDA.R._5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Pantoea.agglomerans..RDA.R.,5.000000,TSB,1,Hours,OD_595,29,29,-1.232757,671.489436,0.005217,0.443478,0.438261
C103,"Clavibacter.michiganensis_5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Clavibacter.michiganensis,5.000000,TSB,1,Hours,OD_595,29,29,-0.000000,670.588235,0.014076,0.404692,0.390616
C134,"Klebsiella.pneumonia_5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Klebsiella.pneumonia,5.000000,TSB,1,Hours,OD_595,29,29,-0.090798,670.340492,0.036522,0.398261,0.361739
C099,"Clavibacter.michiganensis..RDA.R._5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Clavibacter.michiganensis..RDA.R.,5.000000,TSB,1,Hours,OD_595,29,29,-1.275518,671.392040,0.016068,0.319563,0.303496
C095,"Chryseobacterium.balustinum_5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Chryseobacterium.balustinum,5.000000,TSB,1,Hours,OD_595,29,29,-0.000000,669.879518,0.005217,0.285151,0.279934
C201,"Pseudomonas.fluorescens.1_5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Pseudomonas.fluorescens.1,5.000000,TSB,1,Hours,OD_595,29,29,-0.000000,670.588235,0.005279,0.283284,0.278006
C274,"Stenotrophomonas.maltophilia.2_5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Stenotrophomonas.maltophilia.2,5.000000,TSB,1,Hours,OD_595,29,29,-0.031430,670.563995,0.006957,0.264348,0.257391
C270,"Stenotrophomonas.maltophilia.1_5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Stenotrophomonas.maltophilia.1,5.000000,TSB,1,Hours,OD_595,29,29,-0.027938,670.668762,0.005217,0.222609,0.217391
C205,"Pseudomonas.fluorescens.2_5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Pseudomonas.fluorescens.2,5.000000,TSB,1,Hours,OD_595,29,29,-0.000000,671.805274,0.003519,0.170674,0.167155
C266,"Stenotrophomonas.maltophilia..RDA.R._5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Stenotrophomonas.maltophilia..RDA.R.,5.000000,TSB,1,Hours,OD_595,29,29,-1.245941,671.735875,0.001782,0.155635,0.153853
C008,"Acinetobacter.clacoaceticus.1_5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Acinetobacter.clacoaceticus.1,5.000000,TSB,1,Hours,OD_595,29,29,-0.000000,671.805274,0.017595,0.130205,0.112610
C012,"Acinetobacter.clacoaceticus.2_5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Acinetobacter.clacoaceticus.2,5.000000,TSB,1,Hours,OD_595,29,29,-0.000000,670.588235,0.008798,0.110850,0.102053
C004,"Acinetobacter.clacoaceticus..RDA.R._5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Acinetobacter.clacoaceticus..RDA.R.,5.000000,TSB,1,Hours,OD_595,29,29,-1.268124,671.950310,0.012496,0.053993,0.041497
C173,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2,5.000000,TSB,1,Hours,OD_595,29,29,1.180374,672.198359,0.000000,0.036522,0.036522
C107,"Dickeya.zeae..RDA.R._5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Dickeya.zeae..RDA.R.,5.000000,TSB,1,Hours,OD_595,29,29,-1.245941,672.046436,-0.000152,0.010356,0.010507
C111,"Dickeya.zeae_5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Dickeya.zeae,5.000000,TSB,1,Hours,OD_595,29,29,-0.038415,672.247250,0.003478,0.013913,0.010435
C130,"Klebsiella.pneumonia..RDA.R._5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Klebsiella.pneumonia..RDA.R.,5.000000,TSB,1,Hours,OD_595,29,29,-0.034922,671.042431,0.003478,0.012174,0.008696
C087,"Bacillus.pumilus..RDA.R._5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Bacillus.pumilus..RDA.R.,5.000000,TSB,1,Hours,OD_595,29,29,-3.723034,672.050133,-0.003435,0.004422,0.007856
C091,"Bacillus.pumilus_5_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Bacillus.pumilus,5.000000,TSB,1,Hours,OD_595,29,29,-0.000000,672.289157,-0.001184,0.006611,0.007795
C166,"Pantoea.agglomerans.2_15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Pantoea.agglomerans.2,15.000000,TSB,1,Hours,OD_595,27,26,0.000000,480.369515,0.000000,0.794667,0.794667
C162,"Pantoea.agglomerans.1_15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Pantoea.agglomerans.1,15.000000,TSB,1,Hours,OD_595,27,23,0.000000,480.369515,0.000000,0.701333,0.701333
C108,"Dickeya.zeae_15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Dickeya.zeae,15.000000,TSB,1,Hours,OD_595,25,25,5.488809,479.830962,0.029158,0.724792,0.695634
C009,"Acinetobacter.clacoaceticus.2_15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Acinetobacter.clacoaceticus.2,15.000000,TSB,1,Hours,OD_595,25,25,1.847575,480.369515,0.002741,0.226587,0.223846
C100,"Clavibacter.michiganensis_15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Clavibacter.michiganensis,15.000000,TSB,1,Hours,OD_595,24,24,-0.000000,479.445727,0.008025,0.687150,0.679125
C170,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2,15.000000,TSB,1,Hours,OD_595,24,24,-0.004914,479.565613,0.002635,0.636704,0.634069
C096,"Clavibacter.michiganensis..RDA.R._15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Clavibacter.michiganensis..RDA.R.,15.000000,TSB,1,Hours,OD_595,24,24,-0.000000,479.445727,0.016000,0.553121,0.537121
C104,"Dickeya.zeae..RDA.R._15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Dickeya.zeae..RDA.R.,15.000000,TSB,1,Hours,OD_595,24,23,-0.000000,480.369515,0.002667,0.752955,0.750288
C158,"Pantoea.agglomerans..RDA.R._15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Pantoea.agglomerans..RDA.R.,15.000000,TSB,1,Hours,OD_595,23,23,0.918896,479.924326,0.002623,0.639671,0.637048
C271,"Stenotrophomonas.maltophilia.2_15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Stenotrophomonas.maltophilia.2,15.000000,TSB,1,Hours,OD_595,23,23,0.918896,479.236382,0.002623,0.327867,0.325244
C198,"Pseudomonas.fluorescens.1_15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Pseudomonas.fluorescens.1,15.000000,TSB,1,Hours,OD_595,23,23,1.847575,479.445727,0.005407,0.299843,0.294436
C202,"Pseudomonas.fluorescens.2_15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Pseudomonas.fluorescens.2,15.000000,TSB,1,Hours,OD_595,23,23,0.923788,480.369515,0.008049,0.286510,0.278460
C263,"Stenotrophomonas.maltophilia..RDA.R._15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Stenotrophomonas.maltophilia..RDA.R.,15.000000,TSB,1,Hours,OD_595,23,23,-0.923788,480.369515,0.005327,0.227621,0.222294
C267,"Stenotrophomonas.maltophilia.1_15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Stenotrophomonas.maltophilia.1,15.000000,TSB,1,Hours,OD_595,23,22,1.837793,479.226555,0.005270,0.259035,0.253765
C092,"Chryseobacterium.balustinum_15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Chryseobacterium.balustinum,15.000000,TSB,1,Hours,OD_595,22,22,-0.923788,479.445727,0.008000,0.336000,0.328000
C005,"Acinetobacter.clacoaceticus.1_15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Acinetobacter.clacoaceticus.1,15.000000,TSB,1,Hours,OD_595,22,22,-0.000000,480.369515,0.008025,0.247895,0.239871
C084,"Bacillus.pumilus..RDA.R._15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Bacillus.pumilus..RDA.R.,15.000000,TSB,1,Hours,OD_595,22,22,-0.000000,480.369515,0.002667,0.221222,0.218556
C001,"Acinetobacter.clacoaceticus..RDA.R._15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Acinetobacter.clacoaceticus..RDA.R.,15.000000,TSB,1,Hours,OD_595,22,22,-0.923788,479.445727,0.005327,0.176634,0.171307
C088,"Bacillus.pumilus_15_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Bacillus.pumilus,15.000000,TSB,1,Hours,OD_595,22,22,2.771363,480.369515,0.005333,0.173333,0.168000
C305,"Weissella viridescens_8_MRS broth_1_Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",Weissella viridescens,8.000000,MRS broth,1,Hours,N,20,20,0.937866,337.162954,39.255362,417077044.644869,417077005.389507
C145,"Lactobacillus sakei_8_MRS broth_1_Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",Lactobacillus sakei,8.000000,MRS broth,1,Hours,N,19,19,6.272618,383.594692,58.319357,201415222.917051,201415164.597694
C074,"Arthrobacter sp. 77_0_TGE agar_1_Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",Arthrobacter sp. 77,0.000000,TGE agar,1,Hours,CFU,19,19,5.187144,601.444264,2.717783,455.682529,452.964746
C059,"Arthrobacter globiformis_0_TGE agar_1_Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",Arthrobacter globiformis,0.000000,TGE agar,1,Hours,CFU,19,19,1.562500,598.437500,2.723524,2.757325,0.033801
C136,"Lactobacillus plantarum_16_MRS broth_1_Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",Lactobacillus plantarum,16.000000,MRS broth,1,Hours,N,18,18,0.945031,124.698235,83.672308,2119130664.188690,2119130580.516382
C069,"Arthrobacter sp. 62_0_TGE agar_1_Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",Arthrobacter sp. 62,0.000000,TGE agar,1,Hours,CFU,18,18,0.000000,601.626016,2.730937,523.483270,520.752334
C133,"Klebsiella.pneumonia_35_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Klebsiella.pneumonia,35.000000,TSB,1,Hours,OD_595,18,18,0.007507,144.172976,0.026810,0.935657,0.908847
C129,"Klebsiella.pneumonia..RDA.R._35_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Klebsiella.pneumonia..RDA.R.,35.000000,TSB,1,Hours,OD_595,18,18,0.000000,143.912176,0.040107,0.911765,0.871658
C110,"Dickeya.zeae_35_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Dickeya.zeae,35.000000,TSB,1,Hours,OD_595,18,18,0.004504,144.008579,0.016086,0.873995,0.857909
C106,"Dickeya.zeae..RDA.R._35_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Dickeya.zeae..RDA.R.,35.000000,TSB,1,Hours,OD_595,18,18,0.000000,143.632735,0.029412,0.818182,0.788770
C064,"Arthrobacter simplex_0_TGE agar_1_Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",Arthrobacter simplex,0.000000,TGE agar,1,Hours,CFU,18,18,3.136499,598.460954,2.722958,2.770990,0.048032
C301,"Weissella viridescens_16_MRS broth_1_Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",Weissella viridescens,16.000000,MRS broth,1,Hours,N,17,17,2.813599,96.131301,66.803369,1720052607.187580,1720052540.384211
C049,"Arthrobacter aurescens_0_TGE agar_1_Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",Arthrobacter aurescens,0.000000,TGE agar,1,Hours,CFU,17,17,23.195876,595.360825,2.744362,244.046305,241.301943
C063,"Arthrobacter globiformis_7_TGE agar_1_Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",Arthrobacter globiformis,7.000000,TGE agar,1,Hours,CFU,17,17,3.125000,526.562500,2.744317,115.401101,112.656784
C114,"Enterobacter.sp._35_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Enterobacter.sp.,35.000000,TSB,1,Hours,OD_595,17,17,0.000000,143.843137,0.026525,0.956265,0.929739
C113,"Enterobacter.sp._25_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Enterobacter.sp.,25.000000,TSB,1,Hours,OD_595,17,17,3.820154,277.156140,0.029255,0.952128,0.922872
C132,"Klebsiella.pneumonia_25_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Klebsiella.pneumonia,25.000000,TSB,1,Hours,OD_595,17,17,-0.011727,143.613461,0.039894,0.946809,0.906915
C128,"Klebsiella.pneumonia..RDA.R._25_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Klebsiella.pneumonia..RDA.R.,25.000000,TSB,1,Hours,OD_595,17,17,-0.010987,143.920812,0.039788,0.883289,0.843501
C102,"Clavibacter.michiganensis_35_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Clavibacter.michiganensis,35.000000,TSB,1,Hours,OD_595,17,17,0.003714,144.091652,0.013369,0.778075,0.764706
C171,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_25_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2,25.000000,TSB,1,Hours,OD_595,17,17,0.274125,143.728535,0.002660,0.710106,0.707447
C159,"Pantoea.agglomerans..RDA.R._25_TSB_1_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",Pantoea.agglomerans..RDA.R.,25.000000,TSB,1,Hours,OD_595,17,17,-0.003665,144.039307,0.010638,0.686170,0.675532
