CurveID,CurveLabel,Species,Temp,Medium,Rep,TimeUnits,PopBioUnits,NObservations,UniqueTimeValues,MinTime,MaxTime,MinPopBio,MaxPopBio,PopBioRange
C231,"Serratia marcescens_6_UHT Double Cream_1_Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",Serratia marcescens,6.000000,UHT Double Cream,1,Hours,N,8,8,25.263158,11146.159015,1.000000,604.411537,603.411537
C055,"Arthrobacter citreus_20_TGE agar_1_Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",Arthrobacter citreus,20.000000,TGE agar,1,Hours,CFU,8,8,1.551670,223.857723,2.744245,564.819455,562.075210
C038,"Aerobic Psychotropic._20_Raw Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",Aerobic Psychotropic.,20.000000,Raw Chicken Breast,1,Hours,CFU,8,8,12.621359,48.058252,1.710157,540.601780,538.891623
C018,"Aerobic Mesophilic._15_Salted Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",Aerobic Mesophilic.,15.000000,Salted Chicken Breast,1,Hours,CFU,8,8,21.223668,102.439546,1.419626,534.009495,532.589868
C020,"Aerobic Mesophilic._20_Raw Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",Aerobic Mesophilic.,20.000000,Raw Chicken Breast,1,Hours,CFU,8,8,11.522634,47.325103,1.395612,457.144713,455.749101
C067,"Arthrobacter simplex_37_TGE agar_1_Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",Arthrobacter simplex,37.000000,TGE agar,1,Hours,CFU,8,8,3.159862,217.104725,2.796994,432.738612,429.941618
C021,"Aerobic Mesophilic._20_Salted Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",Aerobic Mesophilic.,20.000000,Salted Chicken Breast,1,Hours,CFU,8,8,3.084081,47.196258,1.316048,425.239721,423.923673
C118,"Escherichia coli_12_C02 Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Escherichia coli,12.000000,C02 Beef Striploins,1,Hours,N,8,8,-0.013669,9.006410,36.488111,417.313623,380.825512
C066,"Arthrobacter simplex_30_TGE agar_1_Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",Arthrobacter simplex,30.000000,TGE agar,1,Hours,CFU,8,8,3.148181,266.949945,2.770368,373.530296,370.759928
C258,"Staphylococcus spp._4_Raw Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",Staphylococcus spp.,4.000000,Raw Chicken Breast,1,Hours,CFU,8,8,74.193548,590.860215,1.059333,301.020026,299.960693
C050,"Arthrobacter aurescens_20_TGE agar_1_Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",Arthrobacter aurescens,20.000000,TGE agar,1,Hours,CFU,8,8,3.092784,236.597938,2.718282,295.399476,292.681194
C207,"Salmonella Typhimurium_12_C02 Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Salmonella Typhimurium,12.000000,C02 Beef Striploins,1,Hours,N,8,8,-0.012679,9.003582,49.438141,304.241220,254.803079
C061,"Arthrobacter globiformis_30_TGE agar_1_Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",Arthrobacter globiformis,30.000000,TGE agar,1,Hours,CFU,8,8,3.125000,237.500000,2.770810,200.389009,197.618200
C060,"Arthrobacter globiformis_20_TGE agar_1_Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",Arthrobacter globiformis,20.000000,TGE agar,1,Hours,CFU,8,8,3.125000,239.062500,2.770810,147.348513,144.577703
C052,"Arthrobacter aurescens_37_TGE agar_1_Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",Arthrobacter aurescens,37.000000,TGE agar,1,Hours,CFU,8,8,3.092784,218.041237,2.744362,46.335742,43.591380
C176,"Pseudomonas sp._2_APT Broth_1_Stannard, C.J., Williams, A.P. and Gibbs, P.A., 1985. Temperature/growth relationships for psychrotrophic food-spoilage bacteria. Food Microbiology, 2(2), pp.115-122.",Pseudomonas sp.,2.000000,APT Broth,1,Hours,CFU,7,7,-0.250982,378.628221,1.049492,560082.171239,560081.121747
C244,"Spoilage_8_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Spoilage,8.000000,Vacuum Beef Striploins,1,Hours,N,7,7,0.002775,6.010441,110.295736,16987.335128,16877.039392
C237,"Spoilage_12_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Spoilage,12.000000,Vacuum Beef Striploins,1,Hours,N,7,7,0.000000,4.988399,82.750931,15276.240579,15193.489648
C124,"Escherichia coli_30_C02 Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Escherichia coli,30.000000,C02 Beef Striploins,1,Hours,N,7,7,0.003248,1.403248,36.371527,8212.805208,8176.433681
C119,"Escherichia coli_12_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Escherichia coli,12.000000,Vacuum Beef Striploins,1,Hours,N,7,7,0.000000,5.000000,60.198862,7585.676561,7525.477699
C238,"Spoilage_15_C02 Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Spoilage,15.000000,C02 Beef Striploins,1,Hours,N,7,7,0.006655,5.804992,111.284234,6865.871234,6754.587000
C213,"Salmonella Typhimurium_30_C02 Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Salmonella Typhimurium,30.000000,C02 Beef Striploins,1,Hours,N,7,7,0.003248,1.403248,53.753633,6584.358204,6530.604572
C242,"Spoilage_30_C02 Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Spoilage,30.000000,C02 Beef Striploins,1,Hours,N,7,7,0.003248,1.403248,90.020395,5569.364611,5479.344216
C120,"Escherichia coli_15_C02 Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Escherichia coli,15.000000,C02 Beef Striploins,1,Hours,N,7,7,0.002297,5.803167,36.266610,4292.525234,4256.258623
C043,"Aerobic Psychotropic._4_Cooked Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",Aerobic Psychotropic.,4.000000,Cooked Chicken Breast,1,Hours,CFU,7,7,75.765766,546.766073,1.159844,2583.710911,2582.551067
C209,"Salmonella Typhimurium_15_C02 Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Salmonella Typhimurium,15.000000,C02 Beef Striploins,1,Hours,N,7,7,0.003593,5.814416,50.357095,2341.420442,2291.063347
C193,"Pseudomonas spp._4_Raw Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",Pseudomonas spp.,4.000000,Raw Chicken Breast,1,Hours,CFU,7,7,71.533042,514.960446,1.374773,1394.773865,1393.399092
C208,"Salmonella Typhimurium_12_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Salmonella Typhimurium,12.000000,Vacuum Beef Striploins,1,Hours,N,7,7,-0.011601,4.988399,43.794513,1360.860064,1317.065551
C232,"Serratia marcescens_6_UHT Full-fat Milk_1_Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",Serratia marcescens,6.000000,UHT Full-fat Milk,1,Hours,N,7,7,24.616046,9244.162818,1.010364,1032.732503,1031.722139
C027,"Aerobic Mesophilic._4_Salted Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",Aerobic Mesophilic.,4.000000,Salted Chicken Breast,1,Hours,CFU,7,7,72.344322,506.869886,1.684373,905.483621,903.799247
C126,"Escherichia coli_8_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Escherichia coli,8.000000,Vacuum Beef Striploins,1,Hours,N,7,7,-0.007533,6.017445,32.578685,547.367957,514.789272
C026,"Aerobic Mesophilic._4_Raw Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",Aerobic Mesophilic.,4.000000,Raw Chicken Breast,1,Hours,CFU,7,7,71.604938,500.246914,1.252323,474.613126,473.360803
C233,"Serratia marcescens_6_UHT Skim Milk_1_Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",Serratia marcescens,6.000000,UHT Skim Milk,1,Hours,N,7,7,25.395381,13608.783707,0.978837,407.766696,406.787859
C065,"Arthrobacter simplex_20_TGE agar_1_Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",Arthrobacter simplex,20.000000,TGE agar,1,Hours,CFU,7,7,3.148181,241.974768,2.770368,389.085576,386.315208
C257,"Staphylococcus spp._4_Cooked Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",Staphylococcus spp.,4.000000,Cooked Chicken Breast,1,Hours,CFU,7,7,150.484681,605.464976,1.768352,296.136725,294.368372
C075,"Arthrobacter sp. 77_20_TGE agar_1_Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",Arthrobacter sp. 77,20.000000,TGE agar,1,Hours,CFU,7,7,3.468267,99.542311,2.746979,281.299425,278.552446
C062,"Arthrobacter globiformis_37_TGE agar_1_Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",Arthrobacter globiformis,37.000000,TGE agar,1,Hours,CFU,7,7,1.562500,189.062500,2.770879,225.213706,222.442827
C194,"Pseudomonas spp._4_Salted Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",Pseudomonas spp.,4.000000,Salted Chicken Breast,1,Hours,CFU,7,7,73.362143,522.324858,1.033814,167.222803,166.188989
C215,"Salmonella Typhimurium_8_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Salmonella Typhimurium,8.000000,Vacuum Beef Striploins,1,Hours,N,7,7,0.009119,6.016520,36.035244,122.009268,85.974024
C156,"Oscillatoria agardhii StrainCYA 128_25_Z8_1_Sivonen, K., 1990. Effects of light, temperature, nitrate, orthophosphate, and bacteria on growth of and hepatotoxin production by Oscillatoria agardhii strains. Appl. Environ. Microbiol., 56(9), pp.2658-2666.",Oscillatoria agardhii StrainCYA 128,25.000000,Z8,1,Hours,DryWeight,7,7,1.192915,502.800383,1.837498,5.622205,3.784707
C157,"Oscillatoria agardhii StrainCYA 128_30_Z8_1_Sivonen, K., 1990. Effects of light, temperature, nitrate, orthophosphate, and bacteria on growth of and hepatotoxin production by Oscillatoria agardhii strains. Appl. Environ. Microbiol., 56(9), pp.2658-2666.",Oscillatoria agardhii StrainCYA 128,30.000000,Z8,1,Hours,DryWeight,7,7,1.189564,502.833892,1.846263,5.360914,3.514651
C151,"Oscillatoria agardhii Strain 97_20_Z8_1_Sivonen, K., 1990. Effects of light, temperature, nitrate, orthophosphate, and bacteria on growth of and hepatotoxin production by Oscillatoria agardhii strains. Appl. Environ. Microbiol., 56(9), pp.2658-2666.",Oscillatoria agardhii Strain 97,20.000000,Z8,1,Hours,DryWeight,7,7,0.063810,506.646427,1.119712,4.384115,3.264403
C150,"Oscillatoria agardhii Strain 97_15_Z8_1_Sivonen, K., 1990. Effects of light, temperature, nitrate, orthophosphate, and bacteria on growth of and hepatotoxin production by Oscillatoria agardhii strains. Appl. Environ. Microbiol., 56(9), pp.2658-2666.",Oscillatoria agardhii Strain 97,15.000000,Z8,1,Hours,DryWeight,7,7,0.063810,506.545675,1.119712,4.274691,3.154979
C155,"Oscillatoria agardhii StrainCYA 128_20_Z8_1_Sivonen, K., 1990. Effects of light, temperature, nitrate, orthophosphate, and bacteria on growth of and hepatotoxin production by Oscillatoria agardhii strains. Appl. Environ. Microbiol., 56(9), pp.2658-2666.",Oscillatoria agardhii StrainCYA 128,20.000000,Z8,1,Hours,DryWeight,7,7,1.192915,503.034945,1.713238,4.523967,2.810729
C154,"Oscillatoria agardhii StrainCYA 128_15_Z8_1_Sivonen, K., 1990. Effects of light, temperature, nitrate, orthophosphate, and bacteria on growth of and hepatotoxin production by Oscillatoria agardhii strains. Appl. Environ. Microbiol., 56(9), pp.2658-2666.",Oscillatoria agardhii StrainCYA 128,15.000000,Z8,1,Hours,DryWeight,7,7,1.189564,504.693633,1.729622,3.734022,2.004400
C178,"Pseudomonas sp._6_APT Broth_1_Stannard, C.J., Williams, A.P. and Gibbs, P.A., 1985. Temperature/growth relationships for psychrotrophic food-spoilage bacteria. Food Microbiology, 2(2), pp.115-122.",Pseudomonas sp.,6.000000,APT Broth,1,Hours,CFU,6,6,-0.273973,190.707922,1.000000,1674080.060908,1674079.060908
C123,"Escherichia coli_20_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Escherichia coli,20.000000,Vacuum Beef Striploins,1,Hours,N,6,6,0.000000,1.807780,101.057589,14849.149065,14748.091476
C235,"Spoilage_10_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Spoilage,10.000000,Vacuum Beef Striploins,1,Hours,N,6,6,0.003125,5.010660,135.896596,13657.258694,13521.362098
C241,"Spoilage_20_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Spoilage,20.000000,Vacuum Beef Striploins,1,Hours,N,6,6,0.000000,1.807780,162.273766,13025.880613,12863.606847
C025,"Aerobic Mesophilic._4_Cooked Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",Aerobic Mesophilic.,4.000000,Cooked Chicken Breast,1,Hours,CFU,6,6,141.807983,501.557717,1.323681,11799.713303,11798.389621
C212,"Salmonella Typhimurium_20_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Salmonella Typhimurium,20.000000,Vacuum Beef Striploins,1,Hours,N,6,6,0.000000,1.807780,73.794195,10986.118463,10912.324268
C125,"Escherichia coli_30_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Escherichia coli,30.000000,Vacuum Beef Striploins,1,Hours,N,6,6,0.000542,1.195714,81.961531,10903.891251,10821.929720
C243,"Spoilage_30_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Spoilage,30.000000,Vacuum Beef Striploins,1,Hours,N,6,6,-0.000123,1.195739,124.976410,9928.105963,9803.129553
C122,"Escherichia coli_20_C02 Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Escherichia coli,20.000000,C02 Beef Striploins,1,Hours,N,6,6,0.001049,1.807670,100.314986,9485.781139,9385.466152
C214,"Salmonella Typhimurium_30_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Salmonella Typhimurium,30.000000,Vacuum Beef Striploins,1,Hours,N,6,6,0.001626,1.196527,41.212846,6021.700660,5980.487814
C211,"Salmonella Typhimurium_20_C02 Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Salmonella Typhimurium,20.000000,C02 Beef Striploins,1,Hours,N,6,6,0.000849,1.807270,73.845079,5635.051062,5561.205983
C240,"Spoilage_20_C02 Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Spoilage,20.000000,C02 Beef Striploins,1,Hours,N,6,6,0.001479,1.807270,193.825530,5140.253972,4946.428442
C225,"Serratia marcescens_15_UHT Double Cream_1_Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",Serratia marcescens,15.000000,UHT Double Cream,1,Hours,N,6,6,0.134378,2904.994401,1.010695,2918.203319,2917.192624
C117,"Escherichia coli_10_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Escherichia coli,10.000000,Vacuum Beef Striploins,1,Hours,N,6,6,0.001537,5.019506,51.445790,2790.345507,2738.899717
C226,"Serratia marcescens_15_UHT Full-fat Milk_1_Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",Serratia marcescens,15.000000,UHT Full-fat Milk,1,Hours,N,6,6,24.616046,2837.933627,1.010364,2355.667792,2354.657428
C222,"Serratia marcescens_15_Pasteurised Double Cream_1_Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",Serratia marcescens,15.000000,Pasteurised Double Cream,1,Hours,N,6,6,0.134378,2925.823068,1.010695,2054.236602,2053.225906
C044,"Aerobic Psychotropic._4_Raw Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",Aerobic Psychotropic.,4.000000,Raw Chicken Breast,1,Hours,CFU,6,6,144.174757,502.912621,5.514148,1399.544967,1394.030819
C192,"Pseudomonas spp._4_Cooked Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",Pseudomonas spp.,4.000000,Cooked Chicken Breast,1,Hours,CFU,6,6,217.784993,580.790043,19.880584,1268.672676,1248.792092
C228,"Serratia marcescens_6_Pasteurised Double Cream_1_Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",Serratia marcescens,6.000000,Pasteurised Double Cream,1,Hours,N,6,6,-25.263158,8265.890258,1.000000,591.687559,590.687559
C045,"Aerobic Psychotropic._4_Salted Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",Aerobic Psychotropic.,4.000000,Salted Chicken Breast,1,Hours,CFU,6,6,149.791665,526.830485,3.196623,498.941792,495.745169
C230,"Serratia marcescens_6_Pasteurised Skim Milk_1_Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",Serratia marcescens,6.000000,Pasteurised Skim Milk,1,Hours,N,6,6,25.395381,12410.422119,0.978837,463.607103,462.628266
C259,"Staphylococcus spp._4_Salted Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",Staphylococcus spp.,4.000000,Salted Chicken Breast,1,Hours,CFU,6,6,151.442426,530.643069,3.295271,461.186639,457.891368
C206,"Salmonella Typhimurium_10_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Salmonella Typhimurium,10.000000,Vacuum Beef Striploins,1,Hours,N,6,6,0.001336,5.016255,45.475814,381.814130,336.338317
C039,"Aerobic Psychotropic._20_Salted Chicken Breast_1_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",Aerobic Psychotropic.,20.000000,Salted Chicken Breast,1,Hours,CFU,6,6,22.502689,54.331910,2.788446,269.986259,267.197812
C152,"Oscillatoria agardhii Strain 97_25_Z8_1_Sivonen, K., 1990. Effects of light, temperature, nitrate, orthophosphate, and bacteria on growth of and hepatotoxin production by Oscillatoria agardhii strains. Appl. Environ. Microbiol., 56(9), pp.2658-2666.",Oscillatoria agardhii Strain 97,25.000000,Z8,1,Hours,DryWeight,6,6,0.063810,434.081255,1.119712,5.547625,4.427913
C153,"Oscillatoria agardhii Strain 97_30_Z8_1_Sivonen, K., 1990. Effects of light, temperature, nitrate, orthophosphate, and bacteria on growth of and hepatotoxin production by Oscillatoria agardhii strains. Appl. Environ. Microbiol., 56(9), pp.2658-2666.",Oscillatoria agardhii Strain 97,30.000000,Z8,1,Hours,DryWeight,6,6,0.067168,433.429723,1.125031,3.053308,1.928277
C179,"Pseudomonas sp._8_APT Broth_1_Stannard, C.J., Williams, A.P. and Gibbs, P.A., 1985. Temperature/growth relationships for psychrotrophic food-spoilage bacteria. Food Microbiology, 2(2), pp.115-122.",Pseudomonas sp.,8.000000,APT Broth,1,Hours,CFU,5,5,-0.258645,190.727081,1.032728,3455107.294592,3455106.261864
C177,"Pseudomonas sp._4_APT Broth_1_Stannard, C.J., Williams, A.P. and Gibbs, P.A., 1985. Temperature/growth relationships for psychrotrophic food-spoilage bacteria. Food Microbiology, 2(2), pp.115-122.",Pseudomonas sp.,4.000000,APT Broth,1,Hours,CFU,5,5,0.000000,262.170706,1.000000,2424462.017082,2424461.017082
C239,"Spoilage_15_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Spoilage,15.000000,Vacuum Beef Striploins,1,Hours,N,5,5,0.025969,3.743096,149.096510,10392.380627,10243.284117
C121,"Escherichia coli_15_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Escherichia coli,15.000000,Vacuum Beef Striploins,1,Hours,N,5,5,0.019010,3.752859,36.324360,9203.083149,9166.758790
C210,"Salmonella Typhimurium_15_Vacuum Beef Striploins_1_Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",Salmonella Typhimurium,15.000000,Vacuum Beef Striploins,1,Hours,N,5,5,0.025699,3.746170,60.868569,5492.097276,5431.228707
C227,"Serratia marcescens_15_UHT Skim Milk_1_Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",Serratia marcescens,15.000000,UHT Skim Milk,1,Hours,N,5,5,-0.136534,2833.223347,0.978837,2765.934108,2764.955271
